cell,cellid,ET_X,ET_Y,SubPopulat
c46172,46172,495800,2833800,A
c46173,46173,496200,2833800,A
c46174,46174,496600,2833800,A
c46175,46175,497000,2833800,A
c46176,46176,497400,2833800,A
c46177,46177,497800,2833800,A
c46178,46178,498200,2833800,A
c46179,46179,498600,2833800,A
c46183,46183,500200,2833800,A
c46184,46184,500600,2833800,A
c46185,46185,501000,2833800,A
c46186,46186,501400,2833800,A
c46187,46187,501800,2833800,A
c46188,46188,502200,2833800,A
c46189,46189,502600,2833800,A
c46190,46190,503000,2833800,A
c46191,46191,503400,2833800,A
c46192,46192,503800,2833800,A
c46193,46193,504200,2833800,A
c46194,46194,504600,2833800,A
c46195,46195,505000,2833800,A
c46196,46196,505400,2833800,A
c46197,46197,505800,2833800,A
c46198,46198,506200,2833800,A
c46199,46199,506600,2833800,A
c46200,46200,507000,2833800,A
c46201,46201,507400,2833800,A
c46202,46202,507800,2833800,A
c46203,46203,508200,2833800,A
c46204,46204,508600,2833800,A
c46205,46205,509000,2833800,A
c46206,46206,509400,2833800,A
c46207,46207,509800,2833800,A
c46208,46208,510200,2833800,A
c46209,46209,510600,2833800,A
c46210,46210,511000,2833800,A
c46211,46211,511400,2833800,A
c46212,46212,511800,2833800,A
c46213,46213,512200,2833800,A
c46214,46214,512600,2833800,A
c46215,46215,513000,2833800,A
c46216,46216,513400,2833800,A
c46217,46217,513800,2833800,A
c46218,46218,514200,2833800,A
c46219,46219,514600,2833800,A
c46220,46220,515000,2833800,A
c46221,46221,515400,2833800,A
c46222,46222,515800,2833800,A
c46223,46223,516200,2833800,A
c46325,46325,495000,2833400,A
c46326,46326,495400,2833400,A
c46327,46327,495800,2833400,A
c46328,46328,496200,2833400,A
c46329,46329,496600,2833400,A
c46330,46330,497000,2833400,A
c46331,46331,497400,2833400,A
c46332,46332,497800,2833400,A
c46333,46333,498200,2833400,A
c46334,46334,498600,2833400,A
c46339,46339,500600,2833400,A
c46340,46340,501000,2833400,A
c46341,46341,501400,2833400,A
c46342,46342,501800,2833400,A
c46343,46343,502200,2833400,A
c46344,46344,502600,2833400,A
c46345,46345,503000,2833400,A
c46346,46346,503400,2833400,A
c46347,46347,503800,2833400,A
c46348,46348,504200,2833400,A
c46349,46349,504600,2833400,A
c46350,46350,505000,2833400,A
c46351,46351,505400,2833400,A
c46352,46352,505800,2833400,A
c46353,46353,506200,2833400,A
c46354,46354,506600,2833400,A
c46355,46355,507000,2833400,A
c46356,46356,507400,2833400,A
c46357,46357,507800,2833400,A
c46358,46358,508200,2833400,A
c46359,46359,508600,2833400,A
c46360,46360,509000,2833400,A
c46361,46361,509400,2833400,A
c46362,46362,509800,2833400,A
c46363,46363,510200,2833400,A
c46364,46364,510600,2833400,A
c46365,46365,511000,2833400,A
c46366,46366,511400,2833400,A
c46367,46367,511800,2833400,A
c46368,46368,512200,2833400,A
c46369,46369,512600,2833400,A
c46370,46370,513000,2833400,A
c46371,46371,513400,2833400,A
c46372,46372,513800,2833400,A
c46373,46373,514200,2833400,A
c46374,46374,514600,2833400,A
c46375,46375,515000,2833400,A
c46376,46376,515400,2833400,A
c46479,46479,495400,2833000,A
c46480,46480,495800,2833000,A
c46481,46481,496200,2833000,A
c46482,46482,496600,2833000,A
c46483,46483,497000,2833000,A
c46484,46484,497400,2833000,A
c46485,46485,497800,2833000,A
c46486,46486,498200,2833000,A
c46498,46498,503000,2833000,A
c46499,46499,503400,2833000,A
c46500,46500,503800,2833000,A
c46501,46501,504200,2833000,A
c46502,46502,504600,2833000,A
c46503,46503,505000,2833000,A
c46504,46504,505400,2833000,A
c46505,46505,505800,2833000,A
c46506,46506,506200,2833000,A
c46507,46507,506600,2833000,A
c46508,46508,507000,2833000,A
c46509,46509,507400,2833000,A
c46510,46510,507800,2833000,A
c46511,46511,508200,2833000,A
c46512,46512,508600,2833000,A
c46513,46513,509000,2833000,A
c46514,46514,509400,2833000,A
c46515,46515,509800,2833000,A
c46516,46516,510200,2833000,A
c46517,46517,510600,2833000,A
c46518,46518,511000,2833000,A
c46519,46519,511400,2833000,A
c46520,46520,511800,2833000,A
c46521,46521,512200,2833000,A
c46522,46522,512600,2833000,A
c46523,46523,513000,2833000,A
c46524,46524,513400,2833000,A
c46525,46525,513800,2833000,A
c46526,46526,514200,2833000,A
c46527,46527,514600,2833000,A
c46528,46528,515000,2833000,A
c46630,46630,495400,2832600,A
c46631,46631,495800,2832600,A
c46632,46632,496200,2832600,A
c46633,46633,496600,2832600,A
c46634,46634,497000,2832600,A
c46635,46635,497400,2832600,A
c46636,46636,497800,2832600,A
c46637,46637,498200,2832600,A
c46650,46650,503400,2832600,A
c46651,46651,503800,2832600,A
c46652,46652,504200,2832600,A
c46653,46653,504600,2832600,A
c46654,46654,505000,2832600,A
c46655,46655,505400,2832600,A
c46656,46656,505800,2832600,A
c46657,46657,506200,2832600,A
c46658,46658,506600,2832600,A
c46659,46659,507000,2832600,A
c46660,46660,507400,2832600,A
c46661,46661,507800,2832600,A
c46662,46662,508200,2832600,A
c46663,46663,508600,2832600,A
c46664,46664,509000,2832600,A
c46665,46665,509400,2832600,A
c46666,46666,509800,2832600,A
c46667,46667,510200,2832600,A
c46668,46668,510600,2832600,A
c46669,46669,511000,2832600,A
c46670,46670,511400,2832600,A
c46671,46671,511800,2832600,A
c46672,46672,512200,2832600,A
c46673,46673,512600,2832600,A
c46674,46674,513000,2832600,A
c46675,46675,513400,2832600,A
c46676,46676,513800,2832600,A
c46677,46677,514200,2832600,A
c46678,46678,514600,2832600,A
c46781,46781,495800,2832200,A
c46782,46782,496200,2832200,A
c46783,46783,496600,2832200,A
c46784,46784,497000,2832200,A
c46785,46785,497400,2832200,A
c46786,46786,497800,2832200,A
c46787,46787,498200,2832200,A
c46801,46801,503800,2832200,A
c46802,46802,504200,2832200,A
c46803,46803,504600,2832200,A
c46804,46804,505000,2832200,A
c46805,46805,505400,2832200,A
c46806,46806,505800,2832200,A
c46807,46807,506200,2832200,A
c46808,46808,506600,2832200,A
c46809,46809,507000,2832200,A
c46810,46810,507400,2832200,A
c46811,46811,507800,2832200,A
c46812,46812,508200,2832200,A
c46813,46813,508600,2832200,A
c46814,46814,509000,2832200,A
c46815,46815,509400,2832200,A
c46816,46816,509800,2832200,A
c46817,46817,510200,2832200,A
c46818,46818,510600,2832200,A
c46819,46819,511000,2832200,A
c46820,46820,511400,2832200,A
c46821,46821,511800,2832200,A
c46822,46822,512200,2832200,A
c46823,46823,512600,2832200,A
c46824,46824,513000,2832200,A
c46825,46825,513400,2832200,A
c46826,46826,513800,2832200,A
c46827,46827,514200,2832200,A
c46951,46951,503800,2831800,A
c46952,46952,504200,2831800,A
c46953,46953,504600,2831800,A
c46954,46954,505000,2831800,A
c46955,46955,505400,2831800,A
c46956,46956,505800,2831800,A
c46957,46957,506200,2831800,A
c46958,46958,506600,2831800,A
c46959,46959,507000,2831800,A
c46960,46960,507400,2831800,A
c46961,46961,507800,2831800,A
c46962,46962,508200,2831800,A
c46963,46963,508600,2831800,A
c46964,46964,509000,2831800,A
c46965,46965,509400,2831800,A
c46966,46966,509800,2831800,A
c46967,46967,510200,2831800,A
c46968,46968,510600,2831800,A
c46969,46969,511000,2831800,A
c46970,46970,511400,2831800,A
c46971,46971,511800,2831800,A
c46972,46972,512200,2831800,A
c46973,46973,512600,2831800,A
c46974,46974,513000,2831800,A
c46975,46975,513400,2831800,A
c47099,47099,503800,2831400,A
c47100,47100,504200,2831400,A
c47101,47101,504600,2831400,A
c47102,47102,505000,2831400,A
c47103,47103,505400,2831400,A
c47104,47104,505800,2831400,A
c47105,47105,506200,2831400,A
c47106,47106,506600,2831400,A
c47107,47107,507000,2831400,A
c47108,47108,507400,2831400,A
c47109,47109,507800,2831400,A
c47110,47110,508200,2831400,A
c47111,47111,508600,2831400,A
c47112,47112,509000,2831400,A
c47113,47113,509400,2831400,A
c47114,47114,509800,2831400,A
c47115,47115,510200,2831400,A
c47116,47116,510600,2831400,A
c47117,47117,511000,2831400,A
c47118,47118,511400,2831400,A
c47119,47119,511800,2831400,A
c47120,47120,512200,2831400,A
c47121,47121,512600,2831400,A
c47122,47122,513000,2831400,A
c47245,47245,503400,2831000,A
c47246,47246,503800,2831000,A
c47247,47247,504200,2831000,A
c47248,47248,504600,2831000,A
c47249,47249,505000,2831000,A
c47250,47250,505400,2831000,A
c47251,47251,505800,2831000,A
c47252,47252,506200,2831000,A
c47253,47253,506600,2831000,A
c47254,47254,507000,2831000,A
c47255,47255,507400,2831000,A
c47256,47256,507800,2831000,A
c47257,47257,508200,2831000,A
c47258,47258,508600,2831000,A
c47259,47259,509000,2831000,A
c47260,47260,509400,2831000,A
c47261,47261,509800,2831000,A
c47262,47262,510200,2831000,A
c47263,47263,510600,2831000,A
c47264,47264,511000,2831000,A
c47265,47265,511400,2831000,A
c47266,47266,511800,2831000,A
c47267,47267,512200,2831000,A
c47268,47268,512600,2831000,A
c47269,47269,513000,2831000,A
c47390,47390,503400,2830600,A
c47391,47391,503800,2830600,A
c47392,47392,504200,2830600,A
c47393,47393,504600,2830600,A
c47394,47394,505000,2830600,A
c47395,47395,505400,2830600,A
c47396,47396,505800,2830600,A
c47397,47397,506200,2830600,A
c47398,47398,506600,2830600,A
c47399,47399,507000,2830600,A
c47400,47400,507400,2830600,A
c47401,47401,507800,2830600,A
c47402,47402,508200,2830600,A
c47403,47403,508600,2830600,A
c47404,47404,509000,2830600,A
c47405,47405,509400,2830600,A
c47406,47406,509800,2830600,A
c47407,47407,510200,2830600,A
c47408,47408,510600,2830600,A
c47409,47409,511000,2830600,A
c47410,47410,511400,2830600,A
c47411,47411,511800,2830600,A
c47412,47412,512200,2830600,A
c47413,47413,512600,2830600,A
c47414,47414,513000,2830600,A
c47533,47533,503400,2830200,A
c47534,47534,503800,2830200,A
c47535,47535,504200,2830200,A
c47536,47536,504600,2830200,A
c47537,47537,505000,2830200,A
c47538,47538,505400,2830200,A
c47539,47539,505800,2830200,A
c47540,47540,506200,2830200,A
c47541,47541,506600,2830200,A
c47542,47542,507000,2830200,A
c47543,47543,507400,2830200,A
c47544,47544,507800,2830200,A
c47545,47545,508200,2830200,A
c47546,47546,508600,2830200,A
c47547,47547,509000,2830200,A
c47548,47548,509400,2830200,A
c47549,47549,509800,2830200,A
c47550,47550,510200,2830200,A
c47551,47551,510600,2830200,A
c47552,47552,511000,2830200,A
c47553,47553,511400,2830200,A
c47554,47554,511800,2830200,A
c47555,47555,512200,2830200,A
c47556,47556,512600,2830200,A
c47557,47557,513000,2830200,A
c47675,47675,503400,2829800,A
c47676,47676,503800,2829800,A
c47677,47677,504200,2829800,A
c47678,47678,504600,2829800,A
c47679,47679,505000,2829800,A
c47680,47680,505400,2829800,A
c47681,47681,505800,2829800,A
c47682,47682,506200,2829800,A
c47683,47683,506600,2829800,A
c47684,47684,507000,2829800,A
c47685,47685,507400,2829800,A
c47686,47686,507800,2829800,A
c47687,47687,508200,2829800,A
c47688,47688,508600,2829800,A
c47689,47689,509000,2829800,A
c47690,47690,509400,2829800,A
c47691,47691,509800,2829800,A
c47692,47692,510200,2829800,A
c47693,47693,510600,2829800,A
c47694,47694,511000,2829800,A
c47695,47695,511400,2829800,A
c47696,47696,511800,2829800,A
c47697,47697,512200,2829800,A
c47698,47698,512600,2829800,A
c47699,47699,513000,2829800,A
c47768,47768,540600,2829800,F
c47769,47769,541000,2829800,F
c47770,47770,541400,2829800,F
c47771,47771,541800,2829800,F
c47772,47772,542200,2829800,F
c47773,47773,542600,2829800,F
c47808,47808,503800,2829400,A
c47809,47809,504200,2829400,A
c47810,47810,504600,2829400,A
c47811,47811,505000,2829400,A
c47812,47812,505400,2829400,A
c47813,47813,505800,2829400,A
c47814,47814,506200,2829400,A
c47815,47815,506600,2829400,A
c47816,47816,507000,2829400,A
c47817,47817,507400,2829400,A
c47818,47818,507800,2829400,A
c47819,47819,508200,2829400,A
c47820,47820,508600,2829400,A
c47821,47821,509000,2829400,A
c47822,47822,509400,2829400,A
c47823,47823,509800,2829400,A
c47824,47824,510200,2829400,A
c47825,47825,510600,2829400,A
c47826,47826,511000,2829400,A
c47827,47827,511400,2829400,A
c47828,47828,511800,2829400,A
c47829,47829,512200,2829400,A
c47830,47830,512600,2829400,A
c47831,47831,513000,2829400,A
c47900,47900,540600,2829400,F
c47901,47901,541000,2829400,F
c47902,47902,541400,2829400,F
c47903,47903,541800,2829400,F
c47904,47904,542200,2829400,F
c47905,47905,542600,2829400,F
c47939,47939,504600,2829000,A
c47940,47940,505000,2829000,A
c47941,47941,505400,2829000,A
c47942,47942,505800,2829000,A
c47943,47943,506200,2829000,A
c47944,47944,506600,2829000,A
c47945,47945,507000,2829000,A
c47946,47946,507400,2829000,A
c47947,47947,507800,2829000,A
c47948,47948,508200,2829000,A
c47949,47949,508600,2829000,A
c47950,47950,509000,2829000,A
c47951,47951,509400,2829000,A
c47952,47952,509800,2829000,A
c47953,47953,510200,2829000,A
c47954,47954,510600,2829000,A
c47955,47955,511000,2829000,A
c47956,47956,511400,2829000,A
c47957,47957,511800,2829000,A
c47958,47958,512200,2829000,A
c47959,47959,512600,2829000,A
c47960,47960,513000,2829000,A
c48028,48028,540200,2829000,F
c48029,48029,540600,2829000,F
c48030,48030,541000,2829000,F
c48031,48031,541400,2829000,F
c48032,48032,541800,2829000,F
c48033,48033,542200,2829000,F
c48034,48034,542600,2829000,F
c48067,48067,504600,2828600,A
c48068,48068,505000,2828600,A
c48069,48069,505400,2828600,A
c48070,48070,505800,2828600,A
c48071,48071,506200,2828600,A
c48072,48072,506600,2828600,A
c48073,48073,507000,2828600,A
c48074,48074,507400,2828600,A
c48075,48075,507800,2828600,A
c48076,48076,508200,2828600,A
c48077,48077,508600,2828600,A
c48078,48078,509000,2828600,A
c48079,48079,509400,2828600,A
c48080,48080,509800,2828600,A
c48081,48081,510200,2828600,A
c48082,48082,510600,2828600,A
c48083,48083,511000,2828600,A
c48084,48084,511400,2828600,A
c48085,48085,511800,2828600,A
c48086,48086,512200,2828600,A
c48087,48087,512600,2828600,A
c48088,48088,513000,2828600,A
c48156,48156,540200,2828600,F
c48157,48157,540600,2828600,F
c48158,48158,541000,2828600,F
c48159,48159,541400,2828600,F
c48160,48160,541800,2828600,F
c48161,48161,542200,2828600,F
c48162,48162,542600,2828600,F
c48194,48194,504600,2828200,A
c48195,48195,505000,2828200,A
c48196,48196,505400,2828200,A
c48197,48197,505800,2828200,A
c48198,48198,506200,2828200,A
c48199,48199,506600,2828200,A
c48200,48200,507000,2828200,A
c48201,48201,507400,2828200,A
c48202,48202,507800,2828200,A
c48203,48203,508200,2828200,A
c48204,48204,508600,2828200,A
c48205,48205,509000,2828200,A
c48206,48206,509400,2828200,A
c48207,48207,509800,2828200,A
c48208,48208,510200,2828200,A
c48209,48209,510600,2828200,A
c48210,48210,511000,2828200,A
c48211,48211,511400,2828200,A
c48212,48212,511800,2828200,A
c48213,48213,512200,2828200,A
c48214,48214,512600,2828200,A
c48215,48215,513000,2828200,A
c48282,48282,539800,2828200,F
c48283,48283,540200,2828200,F
c48284,48284,540600,2828200,F
c48285,48285,541000,2828200,F
c48286,48286,541400,2828200,F
c48287,48287,541800,2828200,F
c48288,48288,542200,2828200,F
c48289,48289,542600,2828200,F
c48319,48319,504600,2827800,A
c48320,48320,505000,2827800,A
c48321,48321,505400,2827800,A
c48322,48322,505800,2827800,A
c48323,48323,506200,2827800,A
c48324,48324,506600,2827800,A
c48325,48325,507000,2827800,A
c48326,48326,507400,2827800,A
c48327,48327,507800,2827800,A
c48328,48328,508200,2827800,A
c48329,48329,508600,2827800,A
c48330,48330,509000,2827800,A
c48331,48331,509400,2827800,A
c48332,48332,509800,2827800,A
c48333,48333,510200,2827800,A
c48334,48334,510600,2827800,A
c48335,48335,511000,2827800,A
c48336,48336,511400,2827800,A
c48337,48337,511800,2827800,A
c48338,48338,512200,2827800,A
c48339,48339,512600,2827800,A
c48407,48407,539800,2827800,F
c48408,48408,540200,2827800,F
c48409,48409,540600,2827800,F
c48410,48410,541000,2827800,F
c48411,48411,541400,2827800,F
c48412,48412,541800,2827800,F
c48413,48413,542200,2827800,F
c48414,48414,542600,2827800,F
c48442,48442,504600,2827400,A
c48443,48443,505000,2827400,A
c48444,48444,505400,2827400,A
c48445,48445,505800,2827400,A
c48446,48446,506200,2827400,A
c48447,48447,506600,2827400,A
c48448,48448,507000,2827400,A
c48449,48449,507400,2827400,A
c48450,48450,507800,2827400,A
c48451,48451,508200,2827400,A
c48452,48452,508600,2827400,A
c48453,48453,509000,2827400,A
c48454,48454,509400,2827400,A
c48455,48455,509800,2827400,A
c48456,48456,510200,2827400,A
c48457,48457,510600,2827400,A
c48458,48458,511000,2827400,A
c48459,48459,511400,2827400,A
c48460,48460,511800,2827400,A
c48461,48461,512200,2827400,A
c48530,48530,539800,2827400,F
c48531,48531,540200,2827400,F
c48532,48532,540600,2827400,F
c48533,48533,541000,2827400,F
c48534,48534,541400,2827400,F
c48535,48535,541800,2827400,F
c48536,48536,542200,2827400,F
c48537,48537,542600,2827400,F
c48563,48563,504200,2827000,A
c48564,48564,504600,2827000,A
c48565,48565,505000,2827000,A
c48566,48566,505400,2827000,A
c48567,48567,505800,2827000,A
c48568,48568,506200,2827000,A
c48569,48569,506600,2827000,A
c48570,48570,507000,2827000,A
c48571,48571,507400,2827000,A
c48572,48572,507800,2827000,A
c48573,48573,508200,2827000,A
c48574,48574,508600,2827000,A
c48626,48626,529400,2827000,E
c48627,48627,529800,2827000,E
c48628,48628,530200,2827000,E
c48629,48629,530600,2827000,E
c48630,48630,531000,2827000,E
c48631,48631,531400,2827000,E
c48632,48632,531800,2827000,E
c48633,48633,532200,2827000,E
c48634,48634,532600,2827000,E
c48651,48651,539400,2827000,F
c48652,48652,539800,2827000,F
c48653,48653,540200,2827000,F
c48654,48654,540600,2827000,F
c48655,48655,541000,2827000,F
c48656,48656,541400,2827000,F
c48657,48657,541800,2827000,F
c48658,48658,542200,2827000,F
c48659,48659,542600,2827000,F
c48679,48679,502600,2826600,A
c48680,48680,503000,2826600,A
c48681,48681,503400,2826600,A
c48682,48682,503800,2826600,A
c48683,48683,504200,2826600,A
c48684,48684,504600,2826600,A
c48685,48685,505000,2826600,A
c48686,48686,505400,2826600,A
c48687,48687,505800,2826600,A
c48688,48688,506200,2826600,A
c48689,48689,506600,2826600,A
c48690,48690,507000,2826600,A
c48691,48691,507400,2826600,A
c48692,48692,507800,2826600,A
c48693,48693,508200,2826600,A
c48745,48745,529000,2826600,E
c48746,48746,529400,2826600,E
c48747,48747,529800,2826600,E
c48748,48748,530200,2826600,E
c48749,48749,530600,2826600,E
c48750,48750,531000,2826600,E
c48751,48751,531400,2826600,E
c48752,48752,531800,2826600,E
c48753,48753,532200,2826600,E
c48754,48754,532600,2826600,E
c48755,48755,533000,2826600,E
c48771,48771,539400,2826600,F
c48772,48772,539800,2826600,F
c48773,48773,540200,2826600,F
c48774,48774,540600,2826600,F
c48775,48775,541000,2826600,F
c48776,48776,541400,2826600,F
c48777,48777,541800,2826600,F
c48778,48778,542200,2826600,F
c48779,48779,542600,2826600,F
c48798,48798,502600,2826200,A
c48799,48799,503000,2826200,A
c48800,48800,503400,2826200,A
c48801,48801,503800,2826200,A
c48802,48802,504200,2826200,A
c48803,48803,504600,2826200,A
c48804,48804,505000,2826200,A
c48805,48805,505400,2826200,A
c48806,48806,505800,2826200,A
c48807,48807,506200,2826200,A
c48808,48808,506600,2826200,A
c48809,48809,507000,2826200,A
c48810,48810,507400,2826200,A
c48811,48811,507800,2826200,A
c48812,48812,508200,2826200,A
c48865,48865,529400,2826200,E
c48866,48866,529800,2826200,E
c48867,48867,530200,2826200,E
c48868,48868,530600,2826200,E
c48869,48869,531000,2826200,E
c48870,48870,531400,2826200,E
c48871,48871,531800,2826200,E
c48872,48872,532200,2826200,E
c48873,48873,532600,2826200,E
c48874,48874,533000,2826200,E
c48875,48875,533400,2826200,E
c48889,48889,539000,2826200,F
c48890,48890,539400,2826200,F
c48891,48891,539800,2826200,F
c48892,48892,540200,2826200,F
c48893,48893,540600,2826200,F
c48894,48894,541000,2826200,F
c48895,48895,541400,2826200,F
c48896,48896,541800,2826200,F
c48897,48897,542200,2826200,F
c48898,48898,542600,2826200,F
c48916,48916,502600,2825800,A
c48917,48917,503000,2825800,A
c48918,48918,503400,2825800,A
c48919,48919,503800,2825800,A
c48920,48920,504200,2825800,A
c48921,48921,504600,2825800,A
c48922,48922,505000,2825800,A
c48923,48923,505400,2825800,A
c48924,48924,505800,2825800,A
c48925,48925,506200,2825800,A
c48926,48926,506600,2825800,A
c48927,48927,507000,2825800,A
c48928,48928,507400,2825800,A
c48929,48929,507800,2825800,A
c48930,48930,508200,2825800,A
c48983,48983,529400,2825800,E
c48984,48984,529800,2825800,E
c48985,48985,530200,2825800,E
c48986,48986,530600,2825800,E
c48987,48987,531000,2825800,E
c48988,48988,531400,2825800,E
c48989,48989,531800,2825800,E
c48990,48990,532200,2825800,E
c48991,48991,532600,2825800,E
c48992,48992,533000,2825800,E
c48993,48993,533400,2825800,E
c49006,49006,538600,2825800,F
c49007,49007,539000,2825800,F
c49008,49008,539400,2825800,F
c49009,49009,539800,2825800,F
c49010,49010,540200,2825800,F
c49011,49011,540600,2825800,F
c49012,49012,541000,2825800,F
c49013,49013,541400,2825800,F
c49014,49014,541800,2825800,F
c49015,49015,542200,2825800,F
c49016,49016,542600,2825800,F
c49032,49032,502600,2825400,A
c49033,49033,503000,2825400,A
c49034,49034,503400,2825400,A
c49035,49035,503800,2825400,A
c49036,49036,504200,2825400,A
c49037,49037,504600,2825400,A
c49038,49038,505000,2825400,A
c49039,49039,505400,2825400,A
c49040,49040,505800,2825400,A
c49041,49041,506200,2825400,A
c49042,49042,506600,2825400,A
c49043,49043,507000,2825400,A
c49044,49044,507400,2825400,A
c49045,49045,507800,2825400,A
c49046,49046,508200,2825400,A
c49099,49099,529400,2825400,E
c49100,49100,529800,2825400,E
c49101,49101,530200,2825400,E
c49102,49102,530600,2825400,E
c49103,49103,531000,2825400,E
c49104,49104,531400,2825400,E
c49105,49105,531800,2825400,E
c49106,49106,532200,2825400,E
c49107,49107,532600,2825400,E
c49108,49108,533000,2825400,E
c49109,49109,533400,2825400,E
c49110,49110,533800,2825400,E
c49122,49122,538600,2825400,F
c49123,49123,539000,2825400,F
c49124,49124,539400,2825400,F
c49125,49125,539800,2825400,F
c49126,49126,540200,2825400,F
c49127,49127,540600,2825400,F
c49128,49128,541000,2825400,F
c49129,49129,541400,2825400,F
c49130,49130,541800,2825400,F
c49131,49131,542200,2825400,F
c49132,49132,542600,2825400,F
c49146,49146,502600,2825000,A
c49147,49147,503000,2825000,A
c49148,49148,503400,2825000,A
c49149,49149,503800,2825000,A
c49150,49150,504200,2825000,A
c49151,49151,504600,2825000,A
c49152,49152,505000,2825000,A
c49153,49153,505400,2825000,A
c49154,49154,505800,2825000,A
c49155,49155,506200,2825000,A
c49156,49156,506600,2825000,A
c49157,49157,507000,2825000,A
c49158,49158,507400,2825000,A
c49159,49159,507800,2825000,A
c49160,49160,508200,2825000,A
c49161,49161,508600,2825000,A
c49162,49162,509000,2825000,A
c49163,49163,509400,2825000,A
c49164,49164,509800,2825000,A
c49165,49165,510200,2825000,A
c49213,49213,529400,2825000,E
c49214,49214,529800,2825000,E
c49215,49215,530200,2825000,E
c49216,49216,530600,2825000,E
c49217,49217,531000,2825000,E
c49218,49218,531400,2825000,E
c49219,49219,531800,2825000,E
c49220,49220,532200,2825000,E
c49221,49221,532600,2825000,E
c49222,49222,533000,2825000,E
c49223,49223,533400,2825000,E
c49224,49224,533800,2825000,E
c49225,49225,534200,2825000,E
c49236,49236,538600,2825000,F
c49237,49237,539000,2825000,F
c49238,49238,539400,2825000,F
c49239,49239,539800,2825000,F
c49240,49240,540200,2825000,F
c49241,49241,540600,2825000,F
c49242,49242,541000,2825000,F
c49243,49243,541400,2825000,F
c49244,49244,541800,2825000,F
c49245,49245,542200,2825000,F
c49246,49246,542600,2825000,F
c49247,49247,543000,2825000,F
c49260,49260,502600,2824600,A
c49261,49261,503000,2824600,A
c49262,49262,503400,2824600,A
c49263,49263,503800,2824600,A
c49264,49264,504200,2824600,A
c49265,49265,504600,2824600,A
c49266,49266,505000,2824600,A
c49267,49267,505400,2824600,A
c49268,49268,505800,2824600,A
c49269,49269,506200,2824600,A
c49270,49270,506600,2824600,A
c49271,49271,507000,2824600,A
c49272,49272,507400,2824600,A
c49273,49273,507800,2824600,A
c49274,49274,508200,2824600,A
c49275,49275,508600,2824600,A
c49276,49276,509000,2824600,A
c49277,49277,509400,2824600,A
c49278,49278,509800,2824600,A
c49279,49279,510200,2824600,A
c49280,49280,510600,2824600,A
c49326,49326,529000,2824600,E
c49327,49327,529400,2824600,E
c49328,49328,529800,2824600,E
c49329,49329,530200,2824600,E
c49330,49330,530600,2824600,E
c49331,49331,531000,2824600,E
c49332,49332,531400,2824600,E
c49333,49333,531800,2824600,E
c49334,49334,532200,2824600,E
c49335,49335,532600,2824600,E
c49336,49336,533000,2824600,E
c49337,49337,533400,2824600,E
c49338,49338,533800,2824600,E
c49339,49339,534200,2824600,E
c49350,49350,538600,2824600,F
c49351,49351,539000,2824600,F
c49352,49352,539400,2824600,F
c49353,49353,539800,2824600,F
c49354,49354,540200,2824600,F
c49355,49355,540600,2824600,F
c49356,49356,541000,2824600,F
c49357,49357,541400,2824600,F
c49358,49358,541800,2824600,F
c49359,49359,542200,2824600,F
c49360,49360,542600,2824600,F
c49361,49361,543000,2824600,F
c49374,49374,502600,2824200,A
c49375,49375,503000,2824200,A
c49376,49376,503400,2824200,A
c49377,49377,503800,2824200,A
c49378,49378,504200,2824200,A
c49379,49379,504600,2824200,A
c49380,49380,505000,2824200,A
c49381,49381,505400,2824200,A
c49382,49382,505800,2824200,A
c49383,49383,506200,2824200,A
c49384,49384,506600,2824200,A
c49385,49385,507000,2824200,A
c49386,49386,507400,2824200,A
c49387,49387,507800,2824200,A
c49388,49388,508200,2824200,A
c49389,49389,508600,2824200,A
c49390,49390,509000,2824200,A
c49391,49391,509400,2824200,A
c49392,49392,509800,2824200,A
c49393,49393,510200,2824200,A
c49394,49394,510600,2824200,A
c49395,49395,511000,2824200,A
c49439,49439,528600,2824200,E
c49440,49440,529000,2824200,E
c49441,49441,529400,2824200,E
c49442,49442,529800,2824200,E
c49443,49443,530200,2824200,E
c49444,49444,530600,2824200,E
c49445,49445,531000,2824200,E
c49446,49446,531400,2824200,E
c49447,49447,531800,2824200,E
c49448,49448,532200,2824200,E
c49449,49449,532600,2824200,E
c49450,49450,533000,2824200,E
c49451,49451,533400,2824200,E
c49452,49452,533800,2824200,E
c49453,49453,534200,2824200,E
c49465,49465,539000,2824200,F
c49466,49466,539400,2824200,F
c49467,49467,539800,2824200,F
c49468,49468,540200,2824200,F
c49469,49469,540600,2824200,F
c49470,49470,541000,2824200,F
c49471,49471,541400,2824200,F
c49472,49472,541800,2824200,F
c49473,49473,542200,2824200,F
c49474,49474,542600,2824200,F
c49475,49475,543000,2824200,F
c49489,49489,502600,2823800,A
c49490,49490,503000,2823800,A
c49491,49491,503400,2823800,A
c49492,49492,503800,2823800,A
c49493,49493,504200,2823800,A
c49494,49494,504600,2823800,A
c49495,49495,505000,2823800,A
c49496,49496,505400,2823800,A
c49497,49497,505800,2823800,A
c49498,49498,506200,2823800,A
c49499,49499,506600,2823800,A
c49500,49500,507000,2823800,A
c49501,49501,507400,2823800,A
c49502,49502,507800,2823800,A
c49503,49503,508200,2823800,A
c49504,49504,508600,2823800,A
c49505,49505,509000,2823800,A
c49506,49506,509400,2823800,A
c49507,49507,509800,2823800,A
c49508,49508,510200,2823800,A
