cell,cellid,ET_X,ET_Y,SubPopulat
c49509,49509,510600,2823800,A
c49510,49510,511000,2823800,A
c49553,49553,528200,2823800,E
c49554,49554,528600,2823800,E
c49555,49555,529000,2823800,E
c49556,49556,529400,2823800,E
c49557,49557,529800,2823800,E
c49558,49558,530200,2823800,E
c49559,49559,530600,2823800,E
c49560,49560,531000,2823800,E
c49561,49561,531400,2823800,E
c49562,49562,531800,2823800,E
c49563,49563,532200,2823800,E
c49564,49564,532600,2823800,E
c49565,49565,533000,2823800,E
c49566,49566,533400,2823800,E
c49567,49567,533800,2823800,E
c49583,49583,540200,2823800,F
c49584,49584,540600,2823800,F
c49585,49585,541000,2823800,F
c49586,49586,541400,2823800,F
c49587,49587,541800,2823800,F
c49588,49588,542200,2823800,F
c49589,49589,542600,2823800,F
c49590,49590,543000,2823800,F
c49604,49604,502600,2823400,A
c49605,49605,503000,2823400,A
c49606,49606,503400,2823400,A
c49607,49607,503800,2823400,A
c49608,49608,504200,2823400,A
c49609,49609,504600,2823400,A
c49610,49610,505000,2823400,A
c49611,49611,505400,2823400,A
c49612,49612,505800,2823400,A
c49613,49613,506200,2823400,A
c49614,49614,506600,2823400,A
c49615,49615,507000,2823400,A
c49616,49616,507400,2823400,A
c49617,49617,507800,2823400,A
c49618,49618,508200,2823400,A
c49619,49619,508600,2823400,A
c49620,49620,509000,2823400,A
c49621,49621,509400,2823400,A
c49622,49622,509800,2823400,A
c49623,49623,510200,2823400,A
c49624,49624,510600,2823400,A
c49625,49625,511000,2823400,A
c49668,49668,528200,2823400,E
c49669,49669,528600,2823400,E
c49670,49670,529000,2823400,E
c49671,49671,529400,2823400,E
c49672,49672,529800,2823400,E
c49673,49673,530200,2823400,E
c49674,49674,530600,2823400,E
c49675,49675,531000,2823400,E
c49676,49676,531400,2823400,E
c49677,49677,531800,2823400,E
c49678,49678,532200,2823400,E
c49679,49679,532600,2823400,E
c49680,49680,533000,2823400,E
c49681,49681,533400,2823400,E
c49699,49699,540600,2823400,F
c49700,49700,541000,2823400,F
c49701,49701,541400,2823400,F
c49702,49702,541800,2823400,F
c49703,49703,542200,2823400,F
c49704,49704,542600,2823400,F
c49705,49705,543000,2823400,F
c49721,49721,503400,2823000,A
c49722,49722,503800,2823000,A
c49723,49723,504200,2823000,A
c49724,49724,504600,2823000,A
c49725,49725,505000,2823000,A
c49726,49726,505400,2823000,A
c49727,49727,505800,2823000,A
c49728,49728,506200,2823000,A
c49729,49729,506600,2823000,A
c49730,49730,507000,2823000,A
c49731,49731,507400,2823000,A
c49732,49732,507800,2823000,A
c49733,49733,508200,2823000,A
c49734,49734,508600,2823000,A
c49735,49735,509000,2823000,A
c49736,49736,509400,2823000,A
c49737,49737,509800,2823000,A
c49738,49738,510200,2823000,A
c49739,49739,510600,2823000,A
c49740,49740,511000,2823000,A
c49781,49781,527400,2823000,E
c49782,49782,527800,2823000,E
c49783,49783,528200,2823000,E
c49784,49784,528600,2823000,E
c49785,49785,529000,2823000,E
c49786,49786,529400,2823000,E
c49787,49787,529800,2823000,E
c49788,49788,530200,2823000,E
c49789,49789,530600,2823000,E
c49790,49790,531000,2823000,E
c49791,49791,531400,2823000,E
c49792,49792,531800,2823000,E
c49793,49793,532200,2823000,E
c49794,49794,532600,2823000,E
c49795,49795,533000,2823000,E
c49796,49796,533400,2823000,E
c49818,49818,542200,2823000,F
c49836,49836,503400,2822600,A
c49837,49837,503800,2822600,A
c49838,49838,504200,2822600,A
c49839,49839,504600,2822600,A
c49840,49840,505000,2822600,A
c49841,49841,505400,2822600,A
c49842,49842,505800,2822600,A
c49843,49843,506200,2822600,A
c49844,49844,506600,2822600,A
c49845,49845,507000,2822600,A
c49846,49846,507400,2822600,A
c49847,49847,507800,2822600,A
c49848,49848,508200,2822600,A
c49849,49849,508600,2822600,A
c49850,49850,509000,2822600,A
c49851,49851,509400,2822600,A
c49852,49852,509800,2822600,A
c49853,49853,510200,2822600,A
c49854,49854,510600,2822600,A
c49855,49855,511000,2822600,A
c49896,49896,527400,2822600,E
c49897,49897,527800,2822600,E
c49898,49898,528200,2822600,E
c49899,49899,528600,2822600,E
c49900,49900,529000,2822600,E
c49901,49901,529400,2822600,E
c49902,49902,529800,2822600,E
c49903,49903,530200,2822600,E
c49904,49904,530600,2822600,E
c49905,49905,531000,2822600,E
c49906,49906,531400,2822600,E
c49907,49907,531800,2822600,E
c49908,49908,532200,2822600,E
c49909,49909,532600,2822600,E
c49910,49910,533000,2822600,E
c49911,49911,533400,2822600,E
c49952,49952,503800,2822200,A
c49953,49953,504200,2822200,A
c49954,49954,504600,2822200,A
c49955,49955,505000,2822200,A
c49956,49956,505400,2822200,A
c49957,49957,505800,2822200,A
c49958,49958,506200,2822200,A
c49959,49959,506600,2822200,A
c49960,49960,507000,2822200,A
c49961,49961,507400,2822200,A
c49962,49962,507800,2822200,A
c49963,49963,508200,2822200,A
c49964,49964,508600,2822200,A
c49965,49965,509000,2822200,A
c49966,49966,509400,2822200,A
c49967,49967,509800,2822200,A
c49968,49968,510200,2822200,A
c49969,49969,510600,2822200,A
c49970,49970,511000,2822200,A
c50011,50011,527400,2822200,E
c50012,50012,527800,2822200,E
c50013,50013,528200,2822200,E
c50014,50014,528600,2822200,E
c50015,50015,529000,2822200,E
c50016,50016,529400,2822200,E
c50017,50017,529800,2822200,E
c50018,50018,530200,2822200,E
c50019,50019,530600,2822200,E
c50020,50020,531000,2822200,E
c50021,50021,531400,2822200,E
c50022,50022,531800,2822200,E
c50023,50023,532200,2822200,E
c50024,50024,532600,2822200,E
c50025,50025,533000,2822200,E
c50026,50026,533400,2822200,E
c50070,50070,505000,2821800,A
c50071,50071,505400,2821800,A
c50072,50072,505800,2821800,A
c50073,50073,506200,2821800,A
c50074,50074,506600,2821800,A
c50075,50075,507000,2821800,A
c50076,50076,507400,2821800,A
c50077,50077,507800,2821800,A
c50078,50078,508200,2821800,A
c50079,50079,508600,2821800,A
c50080,50080,509000,2821800,A
c50081,50081,509400,2821800,A
c50082,50082,509800,2821800,A
c50083,50083,510200,2821800,A
c50084,50084,510600,2821800,A
c50085,50085,511000,2821800,A
c50126,50126,527400,2821800,E
c50127,50127,527800,2821800,E
c50128,50128,528200,2821800,E
c50129,50129,528600,2821800,E
c50130,50130,529000,2821800,E
c50131,50131,529400,2821800,E
c50132,50132,529800,2821800,E
c50133,50133,530200,2821800,E
c50134,50134,530600,2821800,E
c50135,50135,531000,2821800,E
c50136,50136,531400,2821800,E
c50137,50137,531800,2821800,E
c50138,50138,532200,2821800,E
c50139,50139,532600,2821800,E
c50140,50140,533000,2821800,E
c50141,50141,533400,2821800,E
c50185,50185,505000,2821400,A
c50186,50186,505400,2821400,A
c50187,50187,505800,2821400,A
c50188,50188,506200,2821400,A
c50189,50189,506600,2821400,A
c50190,50190,507000,2821400,A
c50191,50191,507400,2821400,A
c50192,50192,507800,2821400,A
c50193,50193,508200,2821400,A
c50194,50194,508600,2821400,A
c50195,50195,509000,2821400,A
c50196,50196,509400,2821400,A
c50197,50197,509800,2821400,A
c50198,50198,510200,2821400,A
c50199,50199,510600,2821400,A
c50200,50200,511000,2821400,A
c50241,50241,527400,2821400,E
c50242,50242,527800,2821400,E
c50243,50243,528200,2821400,E
c50244,50244,528600,2821400,E
c50245,50245,529000,2821400,E
c50246,50246,529400,2821400,E
c50247,50247,529800,2821400,E
c50248,50248,530200,2821400,E
c50249,50249,530600,2821400,E
c50250,50250,531000,2821400,E
c50251,50251,531400,2821400,E
c50252,50252,531800,2821400,E
c50253,50253,532200,2821400,E
c50254,50254,532600,2821400,E
c50255,50255,533000,2821400,E
c50256,50256,533400,2821400,E
c50257,50257,533800,2821400,E
c50299,50299,505000,2821000,A
c50300,50300,505400,2821000,A
c50301,50301,505800,2821000,A
c50302,50302,506200,2821000,A
c50303,50303,506600,2821000,A
c50304,50304,507000,2821000,A
c50305,50305,507400,2821000,A
c50353,50353,526600,2821000,E
c50354,50354,527000,2821000,E
c50355,50355,527400,2821000,E
c50356,50356,527800,2821000,E
c50357,50357,528200,2821000,E
c50358,50358,528600,2821000,E
c50359,50359,529000,2821000,E
c50360,50360,529400,2821000,E
c50361,50361,529800,2821000,E
c50362,50362,530200,2821000,E
c50363,50363,530600,2821000,E
c50364,50364,531000,2821000,E
c50365,50365,531400,2821000,E
c50366,50366,531800,2821000,E
c50367,50367,532200,2821000,E
c50368,50368,532600,2821000,E
c50369,50369,533000,2821000,E
c50370,50370,533400,2821000,E
c50371,50371,533800,2821000,E
c50412,50412,505400,2820600,A
c50413,50413,505800,2820600,A
c50414,50414,506200,2820600,A
c50415,50415,506600,2820600,A
c50416,50416,507000,2820600,A
c50417,50417,507400,2820600,A
c50464,50464,526200,2820600,E
c50465,50465,526600,2820600,E
c50466,50466,527000,2820600,E
c50467,50467,527400,2820600,E
c50468,50468,527800,2820600,E
c50469,50469,528200,2820600,E
c50470,50470,528600,2820600,E
c50471,50471,529000,2820600,E
c50472,50472,529400,2820600,E
c50473,50473,529800,2820600,E
c50474,50474,530200,2820600,E
c50475,50475,530600,2820600,E
c50476,50476,531000,2820600,E
c50477,50477,531400,2820600,E
c50478,50478,531800,2820600,E
c50479,50479,532200,2820600,E
c50480,50480,532600,2820600,E
c50481,50481,533000,2820600,E
c50482,50482,533400,2820600,E
c50483,50483,533800,2820600,E
c50484,50484,534200,2820600,E
c50524,50524,505800,2820200,A
c50525,50525,506200,2820200,A
c50526,50526,506600,2820200,A
c50574,50574,525800,2820200,E
c50575,50575,526200,2820200,E
c50576,50576,526600,2820200,E
c50577,50577,527000,2820200,E
c50578,50578,527400,2820200,E
c50579,50579,527800,2820200,E
c50580,50580,528200,2820200,E
c50581,50581,528600,2820200,E
c50582,50582,529000,2820200,E
c50583,50583,529400,2820200,E
c50584,50584,529800,2820200,E
c50585,50585,530200,2820200,E
c50586,50586,530600,2820200,E
c50587,50587,531000,2820200,E
c50588,50588,531400,2820200,E
c50589,50589,531800,2820200,E
c50590,50590,532200,2820200,E
c50591,50591,532600,2820200,E
c50592,50592,533000,2820200,E
c50593,50593,533400,2820200,E
c50594,50594,533800,2820200,E
c50595,50595,534200,2820200,E
c50596,50596,534600,2820200,E
c50683,50683,525400,2819800,E
c50684,50684,525800,2819800,E
c50685,50685,526200,2819800,E
c50686,50686,526600,2819800,E
c50687,50687,527000,2819800,E
c50688,50688,527400,2819800,E
c50689,50689,527800,2819800,E
c50690,50690,528200,2819800,E
c50691,50691,528600,2819800,E
c50692,50692,529000,2819800,E
c50693,50693,529400,2819800,E
c50694,50694,529800,2819800,E
c50695,50695,530200,2819800,E
c50696,50696,530600,2819800,E
c50697,50697,531000,2819800,E
c50698,50698,531400,2819800,E
c50699,50699,531800,2819800,E
c50700,50700,532200,2819800,E
c50701,50701,532600,2819800,E
c50702,50702,533000,2819800,E
c50703,50703,533400,2819800,E
c50704,50704,533800,2819800,E
c50705,50705,534200,2819800,E
c50706,50706,534600,2819800,E
c50707,50707,535000,2819800,E
c50789,50789,524600,2819400,E
c50790,50790,525000,2819400,E
c50791,50791,525400,2819400,E
c50792,50792,525800,2819400,E
c50793,50793,526200,2819400,E
c50794,50794,526600,2819400,E
c50795,50795,527000,2819400,E
c50796,50796,527400,2819400,E
c50797,50797,527800,2819400,E
c50798,50798,528200,2819400,E
c50799,50799,528600,2819400,E
c50800,50800,529000,2819400,E
c50801,50801,529400,2819400,E
c50802,50802,529800,2819400,E
c50803,50803,530200,2819400,E
c50804,50804,530600,2819400,E
c50805,50805,531000,2819400,E
c50806,50806,531400,2819400,E
c50807,50807,531800,2819400,E
c50808,50808,532200,2819400,E
c50809,50809,532600,2819400,E
c50810,50810,533000,2819400,E
c50811,50811,533400,2819400,E
c50812,50812,533800,2819400,E
c50813,50813,534200,2819400,E
c50814,50814,534600,2819400,E
c50815,50815,535000,2819400,E
c50895,50895,524200,2819000,E
c50896,50896,524600,2819000,E
c50897,50897,525000,2819000,E
c50898,50898,525400,2819000,E
c50899,50899,525800,2819000,E
c50900,50900,526200,2819000,E
c50901,50901,526600,2819000,E
c50902,50902,527000,2819000,E
c50903,50903,527400,2819000,E
c50904,50904,527800,2819000,E
c50905,50905,528200,2819000,E
c50906,50906,528600,2819000,E
c50907,50907,529000,2819000,E
c50908,50908,529400,2819000,E
c50909,50909,529800,2819000,E
c50910,50910,530200,2819000,E
c50911,50911,530600,2819000,E
c50912,50912,531000,2819000,E
c50913,50913,531400,2819000,E
c50914,50914,531800,2819000,E
c50915,50915,532200,2819000,E
c50916,50916,532600,2819000,E
c50917,50917,533000,2819000,E
c50918,50918,533400,2819000,E
c50919,50919,533800,2819000,E
c50920,50920,534200,2819000,E
c50921,50921,534600,2819000,E
c50922,50922,535000,2819000,E
c50998,50998,523800,2818600,E
c50999,50999,524200,2818600,E
c51000,51000,524600,2818600,E
c51001,51001,525000,2818600,E
c51002,51002,525400,2818600,E
c51003,51003,525800,2818600,E
c51004,51004,526200,2818600,E
c51005,51005,526600,2818600,E
c51006,51006,527000,2818600,E
c51007,51007,527400,2818600,E
c51008,51008,527800,2818600,E
c51009,51009,528200,2818600,E
c51010,51010,528600,2818600,E
c51011,51011,529000,2818600,E
c51012,51012,529400,2818600,E
c51013,51013,529800,2818600,E
c51014,51014,530200,2818600,E
c51015,51015,530600,2818600,E
c51016,51016,531000,2818600,E
c51017,51017,531400,2818600,E
c51018,51018,531800,2818600,E
c51019,51019,532200,2818600,E
c51020,51020,532600,2818600,E
c51021,51021,533000,2818600,E
c51022,51022,533400,2818600,E
c51023,51023,533800,2818600,E
c51024,51024,534200,2818600,E
c51025,51025,534600,2818600,E
c51026,51026,535000,2818600,E
c51027,51027,535400,2818600,E
c51096,51096,523400,2818200,E
c51097,51097,523800,2818200,E
c51098,51098,524200,2818200,E
c51099,51099,524600,2818200,E
c51100,51100,525000,2818200,E
c51101,51101,525400,2818200,E
c51102,51102,525800,2818200,E
c51103,51103,526200,2818200,E
c51104,51104,526600,2818200,E
c51105,51105,527000,2818200,E
c51106,51106,527400,2818200,E
c51107,51107,527800,2818200,E
c51108,51108,528200,2818200,E
c51109,51109,528600,2818200,E
c51110,51110,529000,2818200,E
c51111,51111,529400,2818200,E
c51112,51112,529800,2818200,E
c51113,51113,530200,2818200,E
c51114,51114,530600,2818200,E
c51115,51115,531000,2818200,E
c51116,51116,531400,2818200,E
c51117,51117,531800,2818200,E
c51118,51118,532200,2818200,E
c51119,51119,532600,2818200,E
c51120,51120,533000,2818200,E
c51121,51121,533400,2818200,E
c51122,51122,533800,2818200,E
c51123,51123,534200,2818200,E
c51124,51124,534600,2818200,E
c51125,51125,535000,2818200,E
c51126,51126,535400,2818200,E
c51193,51193,523000,2817800,E
c51194,51194,523400,2817800,E
c51195,51195,523800,2817800,E
c51196,51196,524200,2817800,E
c51197,51197,524600,2817800,E
c51198,51198,525000,2817800,E
c51199,51199,525400,2817800,E
c51200,51200,525800,2817800,E
c51201,51201,526200,2817800,E
c51202,51202,526600,2817800,E
c51203,51203,527000,2817800,E
c51204,51204,527400,2817800,E
c51205,51205,527800,2817800,E
c51206,51206,528200,2817800,E
c51207,51207,528600,2817800,E
c51208,51208,529000,2817800,E
c51209,51209,529400,2817800,E
c51210,51210,529800,2817800,E
c51211,51211,530200,2817800,E
c51212,51212,530600,2817800,E
c51213,51213,531000,2817800,E
c51214,51214,531400,2817800,E
c51215,51215,531800,2817800,E
c51216,51216,532200,2817800,E
c51217,51217,532600,2817800,E
c51218,51218,533000,2817800,E
c51219,51219,533400,2817800,E
c51220,51220,533800,2817800,E
c51221,51221,534200,2817800,E
c51222,51222,534600,2817800,E
c51223,51223,535000,2817800,E
c51287,51287,522600,2817400,E
c51288,51288,523000,2817400,E
c51289,51289,523400,2817400,E
c51290,51290,523800,2817400,E
c51291,51291,524200,2817400,E
c51292,51292,524600,2817400,E
c51293,51293,525000,2817400,E
c51294,51294,525400,2817400,E
c51295,51295,525800,2817400,E
c51296,51296,526200,2817400,E
c51297,51297,526600,2817400,E
c51298,51298,527000,2817400,E
c51299,51299,527400,2817400,E
c51300,51300,527800,2817400,E
c51301,51301,528200,2817400,E
c51302,51302,528600,2817400,E
c51303,51303,529000,2817400,E
c51304,51304,529400,2817400,E
c51305,51305,529800,2817400,E
c51306,51306,530200,2817400,E
c51307,51307,530600,2817400,E
c51308,51308,531000,2817400,E
c51309,51309,531400,2817400,E
c51310,51310,531800,2817400,E
c51311,51311,532200,2817400,E
c51312,51312,532600,2817400,E
c51313,51313,533000,2817400,E
c51314,51314,533400,2817400,E
c51315,51315,533800,2817400,E
c51316,51316,534200,2817400,E
c51317,51317,534600,2817400,E
c51318,51318,535000,2817400,E
c51381,51381,522200,2817000,E
c51382,51382,522600,2817000,E
c51383,51383,523000,2817000,E
c51384,51384,523400,2817000,E
c51385,51385,523800,2817000,E
c51386,51386,524200,2817000,E
c51387,51387,524600,2817000,E
c51388,51388,525000,2817000,E
c51389,51389,525400,2817000,E
c51390,51390,525800,2817000,E
c51391,51391,526200,2817000,E
c51392,51392,526600,2817000,E
c51393,51393,527000,2817000,E
c51394,51394,527400,2817000,E
c51395,51395,527800,2817000,E
c51396,51396,528200,2817000,E
c51397,51397,528600,2817000,E
c51398,51398,529000,2817000,E
c51399,51399,529400,2817000,E
c51400,51400,529800,2817000,E
c51401,51401,530200,2817000,E
c51402,51402,530600,2817000,E
c51403,51403,531000,2817000,E
c51404,51404,531400,2817000,E
c51475,51475,521800,2816600,E
c51476,51476,522200,2816600,E
c51477,51477,522600,2816600,E
c51478,51478,523000,2816600,E
c51479,51479,523400,2816600,E
c51480,51480,523800,2816600,E
c51481,51481,524200,2816600,E
c51482,51482,524600,2816600,E
c51483,51483,525000,2816600,E
c51484,51484,525400,2816600,E
c51485,51485,525800,2816600,E
c51486,51486,526200,2816600,E
c51487,51487,526600,2816600,E
c51488,51488,527000,2816600,E
c51489,51489,527400,2816600,E
c51490,51490,527800,2816600,E
c51491,51491,528200,2816600,E
c51492,51492,528600,2816600,E
c51493,51493,529000,2816600,E
c51494,51494,529400,2816600,E
c51495,51495,529800,2816600,E
c51496,51496,530200,2816600,E
c51497,51497,530600,2816600,E
c51498,51498,531000,2816600,E
c51570,51570,521800,2816200,E
c51571,51571,522200,2816200,E
c51572,51572,522600,2816200,E
c51573,51573,523000,2816200,E
c51574,51574,523400,2816200,E
c51575,51575,523800,2816200,E
c51576,51576,524200,2816200,E
c51577,51577,524600,2816200,E
c51578,51578,525000,2816200,E
c51579,51579,525400,2816200,E
c51580,51580,525800,2816200,E
c51581,51581,526200,2816200,E
c51582,51582,526600,2816200,E
c51583,51583,527000,2816200,E
c51584,51584,527400,2816200,E
c51585,51585,527800,2816200,E
c51586,51586,528200,2816200,E
c51618,51618,541000,2816200,C
c51619,51619,541400,2816200,C
c51664,51664,521400,2815800,E
c51665,51665,521800,2815800,E
c51666,51666,522200,2815800,E
c51667,51667,522600,2815800,E
c51668,51668,523000,2815800,E
c51669,51669,523400,2815800,E
c51670,51670,523800,2815800,E
c51671,51671,524200,2815800,E
c51672,51672,524600,2815800,E
c51673,51673,525000,2815800,E
c51674,51674,525400,2815800,E
c51675,51675,525800,2815800,E
c51676,51676,526200,2815800,E
c51677,51677,526600,2815800,E
c51678,51678,527000,2815800,E
c51679,51679,527400,2815800,E
c51680,51680,527800,2815800,E
c51681,51681,528200,2815800,E
c51705,51705,537800,2815800,C
c51706,51706,538200,2815800,C
c51707,51707,538600,2815800,C
c51708,51708,539000,2815800,C
c51709,51709,539400,2815800,C
c51710,51710,539800,2815800,C
c51711,51711,540200,2815800,C
c51712,51712,540600,2815800,C
c51713,51713,541000,2815800,C
c51714,51714,541400,2815800,C
c51758,51758,521400,2815400,E
c51759,51759,521800,2815400,E
c51760,51760,522200,2815400,E
c51761,51761,522600,2815400,E
c51762,51762,523000,2815400,E
c51763,51763,523400,2815400,E
c51764,51764,523800,2815400,E
c51765,51765,524200,2815400,E
c51766,51766,524600,2815400,E
c51767,51767,525000,2815400,E
c51768,51768,525400,2815400,E
c51769,51769,525800,2815400,E
c51770,51770,526200,2815400,E
c51771,51771,526600,2815400,E
c51772,51772,527000,2815400,E
c51773,51773,527400,2815400,E
c51774,51774,527800,2815400,E
c51798,51798,537400,2815400,C
c51799,51799,537800,2815400,C
c51800,51800,538200,2815400,C
c51801,51801,538600,2815400,C
c51802,51802,539000,2815400,C
c51803,51803,539400,2815400,C
c51804,51804,539800,2815400,C
c51805,51805,540200,2815400,C
c51806,51806,540600,2815400,C
c51807,51807,541000,2815400,C
c51808,51808,541400,2815400,C
c51849,51849,521400,2815000,E
c51850,51850,521800,2815000,E
c51851,51851,522200,2815000,E
c51852,51852,522600,2815000,E
c51853,51853,523000,2815000,E
c51854,51854,523400,2815000,E
c51855,51855,523800,2815000,E
c51856,51856,524200,2815000,E
c51857,51857,524600,2815000,E
c51858,51858,525000,2815000,E
c51859,51859,525400,2815000,E
c51889,51889,537400,2815000,C
c51890,51890,537800,2815000,C
c51891,51891,538200,2815000,C
c51892,51892,538600,2815000,C
c51893,51893,539000,2815000,C
c51894,51894,539400,2815000,C
c51895,51895,539800,2815000,C
c51896,51896,540200,2815000,C
c51897,51897,540600,2815000,C
c51898,51898,541000,2815000,C
c51899,51899,541400,2815000,C
c51940,51940,521400,2814600,E
c51941,51941,521800,2814600,E
c51942,51942,522200,2814600,E
c51943,51943,522600,2814600,E
c51944,51944,523000,2814600,E
c51945,51945,523400,2814600,E
c51946,51946,523800,2814600,E
c51947,51947,524200,2814600,E
c51948,51948,524600,2814600,E
c51949,51949,525000,2814600,E
c51950,51950,525400,2814600,E
c51979,51979,537000,2814600,C
c51980,51980,537400,2814600,C
c51981,51981,537800,2814600,C
c51982,51982,538200,2814600,C
c51983,51983,538600,2814600,C
c51984,51984,539000,2814600,C
c51985,51985,539400,2814600,C
c51986,51986,539800,2814600,C
c51987,51987,540200,2814600,C
c51988,51988,540600,2814600,C
c51989,51989,541000,2814600,C
c51990,51990,541400,2814600,C
c52031,52031,521400,2814200,E
c52032,52032,521800,2814200,E
c52033,52033,522200,2814200,E
c52034,52034,522600,2814200,E
c52035,52035,523000,2814200,E
c52036,52036,523400,2814200,E
c52037,52037,523800,2814200,E
c52038,52038,524200,2814200,E
c52039,52039,524600,2814200,E
c52040,52040,525000,2814200,E
c52041,52041,525400,2814200,E
c52069,52069,536600,2814200,C
c52070,52070,537000,2814200,C
c52071,52071,537400,2814200,C
c52072,52072,537800,2814200,C
c52073,52073,538200,2814200,C
c52074,52074,538600,2814200,C
c52075,52075,539000,2814200,C
c52076,52076,539400,2814200,C
c52077,52077,539800,2814200,C
c52078,52078,540200,2814200,C
c52079,52079,540600,2814200,C
c52080,52080,541000,2814200,C
c52081,52081,541400,2814200,C
c52124,52124,521800,2813800,E
c52125,52125,522200,2813800,E
c52126,52126,522600,2813800,E
c52127,52127,523000,2813800,E
c52128,52128,523400,2813800,E
c52129,52129,523800,2813800,E
c52130,52130,524200,2813800,E
c52131,52131,524600,2813800,E
c52132,52132,525000,2813800,E
c52133,52133,525400,2813800,E
c52161,52161,536600,2813800,C
c52162,52162,537000,2813800,C
c52163,52163,537400,2813800,C
c52164,52164,537800,2813800,C
c52165,52165,538200,2813800,C
c52166,52166,538600,2813800,C
c52167,52167,539000,2813800,C
c52168,52168,539400,2813800,C
c52169,52169,539800,2813800,C
c52170,52170,540200,2813800,C
c52171,52171,540600,2813800,C
c52172,52172,541000,2813800,C
c52173,52173,541400,2813800,C
c52217,52217,522200,2813400,E
c52218,52218,522600,2813400,E
c52219,52219,523000,2813400,E
c52220,52220,523400,2813400,E
c52221,52221,523800,2813400,E
c52222,52222,524200,2813400,E
c52223,52223,524600,2813400,E
c52224,52224,525000,2813400,E
c52225,52225,525400,2813400,E
c52251,52251,535800,2813400,C
c52252,52252,536200,2813400,C
c52253,52253,536600,2813400,C
c52254,52254,537000,2813400,C
c52255,52255,537400,2813400,C
c52256,52256,537800,2813400,C
c52257,52257,538200,2813400,C
c52258,52258,538600,2813400,C
c52259,52259,539000,2813400,C
c52260,52260,539400,2813400,C
c52261,52261,539800,2813400,C
c52262,52262,540200,2813400,C
c52263,52263,540600,2813400,C
c52264,52264,541000,2813400,C
c52265,52265,541400,2813400,C
c52310,52310,522600,2813000,E
c52311,52311,523000,2813000,E
c52312,52312,523400,2813000,E
c52313,52313,523800,2813000,E
c52314,52314,524200,2813000,E
c52315,52315,524600,2813000,E
c52316,52316,525000,2813000,E
c52341,52341,535000,2813000,C
c52342,52342,535400,2813000,C
c52343,52343,535800,2813000,C
c52344,52344,536200,2813000,C
c52345,52345,536600,2813000,C
c52346,52346,537000,2813000,C
c52347,52347,537400,2813000,C
c52348,52348,537800,2813000,C
c52349,52349,538200,2813000,C
c52350,52350,538600,2813000,C
c52351,52351,539000,2813000,C
c52352,52352,539400,2813000,C
c52353,52353,539800,2813000,C
c52354,52354,540200,2813000,C
c52355,52355,540600,2813000,C
c52356,52356,541000,2813000,C
c52357,52357,541400,2813000,C
c52403,52403,523000,2812600,E
c52404,52404,523400,2812600,E
c52405,52405,523800,2812600,E
c52406,52406,524200,2812600,E
c52407,52407,524600,2812600,E
c52408,52408,525000,2812600,E
c52433,52433,535000,2812600,C
c52434,52434,535400,2812600,C
c52435,52435,535800,2812600,C
c52436,52436,536200,2812600,C
c52437,52437,536600,2812600,C
c52438,52438,537000,2812600,C
c52439,52439,537400,2812600,C
c52440,52440,537800,2812600,C
c52441,52441,538200,2812600,C
c52442,52442,538600,2812600,C
c52443,52443,539000,2812600,C
c52444,52444,539400,2812600,C
c52445,52445,539800,2812600,C
c52446,52446,540200,2812600,C
c52447,52447,540600,2812600,C
c52448,52448,541000,2812600,C
c52449,52449,541400,2812600,C
c52526,52526,535000,2812200,C
c52527,52527,535400,2812200,C
c52528,52528,535800,2812200,C
c52529,52529,536200,2812200,C
c52530,52530,536600,2812200,C
c52531,52531,537000,2812200,C
c52532,52532,537400,2812200,C
c52533,52533,537800,2812200,C
c52534,52534,538200,2812200,C
c52535,52535,538600,2812200,C
c52536,52536,539000,2812200,C
c52537,52537,539400,2812200,C
c52538,52538,539800,2812200,C
c52539,52539,540200,2812200,C
c52540,52540,540600,2812200,C
c52541,52541,541000,2812200,C
c52542,52542,541400,2812200,C
c52620,52620,535400,2811800,C
c52621,52621,535800,2811800,C
c52622,52622,536200,2811800,C
c52623,52623,536600,2811800,C
c52624,52624,537000,2811800,C
c52625,52625,537400,2811800,C
c52626,52626,537800,2811800,C
c52627,52627,538200,2811800,C
c52628,52628,538600,2811800,C
c52629,52629,539000,2811800,C
c52630,52630,539400,2811800,C
c52631,52631,539800,2811800,C
c52632,52632,540200,2811800,C
c52633,52633,540600,2811800,C
c52634,52634,541000,2811800,C
c52635,52635,541400,2811800,C
c52714,52714,535800,2811400,C
c52715,52715,536200,2811400,C
c52716,52716,536600,2811400,C
c52717,52717,537000,2811400,C
c52718,52718,537400,2811400,C
c52719,52719,537800,2811400,C
c52720,52720,538200,2811400,C
c52721,52721,538600,2811400,C
c52722,52722,539000,2811400,C
c52723,52723,539400,2811400,C
c52724,52724,539800,2811400,C
c52725,52725,540200,2811400,C
c52726,52726,540600,2811400,C
c52727,52727,541000,2811400,C
c52728,52728,541400,2811400,C
c52813,52813,536200,2811000,C
c52814,52814,536600,2811000,C
c52815,52815,537000,2811000,C
c52816,52816,537400,2811000,C
c52817,52817,537800,2811000,C
c52818,52818,538200,2811000,C
c52819,52819,538600,2811000,C
c52820,52820,539000,2811000,C
c52821,52821,539400,2811000,C
c52822,52822,539800,2811000,C
c52823,52823,540200,2811000,C
c52824,52824,540600,2811000,C
c52825,52825,541000,2811000,C
c52826,52826,541400,2811000,C
c52914,52914,537400,2810600,C
