X_COORD,Y_COORD
567800,2901000
568200,2901000
568600,2901000
569000,2901000
569400,2901000
569800,2901000
570200,2901000
564600,2900600
565000,2900600
565400,2900600
565800,2900600
566200,2900600
566600,2900600
567000,2900600
567400,2900600
567800,2900600
568200,2900600
568600,2900600
569000,2900600
569400,2900600
569800,2900600
570200,2900600
561400,2900200
561800,2900200
562200,2900200
562600,2900200
563000,2900200
563400,2900200
563800,2900200
564200,2900200
564600,2900200
565000,2900200
565400,2900200
565800,2900200
566200,2900200
566600,2900200
567000,2900200
567400,2900200
567800,2900200
568200,2900200
568600,2900200
569000,2900200
569400,2900200
569800,2900200
570200,2900200
559000,2899800
559400,2899800
559800,2899800
560200,2899800
560600,2899800
561000,2899800
561400,2899800
561800,2899800
562200,2899800
562600,2899800
563000,2899800
563400,2899800
563800,2899800
564200,2899800
564600,2899800
565000,2899800
565400,2899800
565800,2899800
566200,2899800
566600,2899800
567000,2899800
567400,2899800
567800,2899800
568200,2899800
568600,2899800
569000,2899800
569400,2899800
569800,2899800
570200,2899800
558600,2899400
559000,2899400
559400,2899400
559800,2899400
560200,2899400
560600,2899400
561000,2899400
561400,2899400
561800,2899400
562200,2899400
562600,2899400
563000,2899400
563400,2899400
563800,2899400
564200,2899400
564600,2899400
565000,2899400
565400,2899400
565800,2899400
566200,2899400
566600,2899400
567000,2899400
567400,2899400
567800,2899400
568200,2899400
568600,2899400
569000,2899400
569400,2899400
569800,2899400
570200,2899400
558200,2899000
558600,2899000
559000,2899000
559400,2899000
559800,2899000
560200,2899000
560600,2899000
561000,2899000
561400,2899000
561800,2899000
562200,2899000
562600,2899000
563000,2899000
563400,2899000
563800,2899000
564200,2899000
564600,2899000
565000,2899000
565400,2899000
565800,2899000
566200,2899000
566600,2899000
567000,2899000
567400,2899000
567800,2899000
568200,2899000
568600,2899000
569000,2899000
569400,2899000
569800,2899000
570200,2899000
557800,2898600
558200,2898600
558600,2898600
559000,2898600
559400,2898600
559800,2898600
560200,2898600
560600,2898600
561000,2898600
561400,2898600
561800,2898600
562200,2898600
562600,2898600
563000,2898600
563400,2898600
563800,2898600
564200,2898600
564600,2898600
565000,2898600
565400,2898600
565800,2898600
566200,2898600
566600,2898600
567000,2898600
567400,2898600
567800,2898600
568200,2898600
568600,2898600
569000,2898600
569400,2898600
569800,2898600
570200,2898600
557800,2898200
558200,2898200
558600,2898200
559000,2898200
559400,2898200
559800,2898200
560200,2898200
560600,2898200
561000,2898200
561400,2898200
561800,2898200
562200,2898200
562600,2898200
563000,2898200
563400,2898200
563800,2898200
564200,2898200
564600,2898200
565000,2898200
565400,2898200
565800,2898200
566200,2898200
566600,2898200
567000,2898200
567400,2898200
567800,2898200
568200,2898200
568600,2898200
569000,2898200
569400,2898200
569800,2898200
570200,2898200
557400,2897800
557800,2897800
558200,2897800
558600,2897800
559000,2897800
559400,2897800
559800,2897800
560200,2897800
560600,2897800
561000,2897800
561400,2897800
561800,2897800
562200,2897800
562600,2897800
563000,2897800
563400,2897800
563800,2897800
564200,2897800
564600,2897800
565000,2897800
565400,2897800
565800,2897800
566200,2897800
566600,2897800
567000,2897800
567400,2897800
567800,2897800
568200,2897800
568600,2897800
569000,2897800
569400,2897800
569800,2897800
570200,2897800
557000,2897400
557400,2897400
557800,2897400
558200,2897400
558600,2897400
559000,2897400
559400,2897400
559800,2897400
560200,2897400
560600,2897400
561000,2897400
561400,2897400
561800,2897400
562200,2897400
562600,2897400
563000,2897400
563400,2897400
563800,2897400
564200,2897400
564600,2897400
565000,2897400
565400,2897400
565800,2897400
566200,2897400
566600,2897400
567000,2897400
567400,2897400
567800,2897400
568200,2897400
568600,2897400
569000,2897400
569400,2897400
569800,2897400
570200,2897400
556600,2897000
557000,2897000
557400,2897000
557800,2897000
558200,2897000
558600,2897000
559000,2897000
559400,2897000
559800,2897000
560200,2897000
560600,2897000
561000,2897000
561400,2897000
561800,2897000
562200,2897000
562600,2897000
563000,2897000
563400,2897000
563800,2897000
564200,2897000
564600,2897000
565000,2897000
565400,2897000
565800,2897000
566200,2897000
566600,2897000
567000,2897000
567400,2897000
567800,2897000
568200,2897000
568600,2897000
569000,2897000
569400,2897000
569800,2897000
570200,2897000
556200,2896600
556600,2896600
557000,2896600
557400,2896600
557800,2896600
558200,2896600
558600,2896600
559000,2896600
559400,2896600
559800,2896600
560200,2896600
560600,2896600
561000,2896600
561400,2896600
561800,2896600
562200,2896600
562600,2896600
563000,2896600
563400,2896600
563800,2896600
564200,2896600
564600,2896600
565000,2896600
565400,2896600
565800,2896600
566200,2896600
566600,2896600
567000,2896600
567400,2896600
567800,2896600
568200,2896600
568600,2896600
569000,2896600
569400,2896600
569800,2896600
570200,2896600
556200,2896200
556600,2896200
557000,2896200
557400,2896200
557800,2896200
558200,2896200
558600,2896200
559000,2896200
559400,2896200
559800,2896200
560200,2896200
560600,2896200
561000,2896200
561400,2896200
561800,2896200
562200,2896200
562600,2896200
563000,2896200
563400,2896200
563800,2896200
564200,2896200
564600,2896200
565000,2896200
565400,2896200
565800,2896200
566200,2896200
566600,2896200
567000,2896200
567400,2896200
567800,2896200
568200,2896200
568600,2896200
569000,2896200
569400,2896200
569800,2896200
555800,2895800
556200,2895800
556600,2895800
557000,2895800
557400,2895800
