X_COORD,Y_COORD
561800,2951800
562200,2951800
562600,2951800
563000,2951800
563400,2951800
561800,2951400
562200,2951400
562600,2951400
563000,2951400
563400,2951400
561400,2951000
561800,2951000
562200,2951000
562600,2951000
563000,2951000
563400,2951000
563800,2951000
561000,2950600
561400,2950600
561800,2950600
562200,2950600
562600,2950600
563000,2950600
563400,2950600
563800,2950600
561000,2950200
561400,2950200
561800,2950200
562200,2950200
562600,2950200
563000,2950200
563400,2950200
563800,2950200
564200,2950200
560600,2949800
561000,2949800
561400,2949800
561800,2949800
562200,2949800
562600,2949800
563000,2949800
563400,2949800
563800,2949800
564200,2949800
560200,2949400
560600,2949400
561000,2949400
561400,2949400
561800,2949400
562200,2949400
562600,2949400
563000,2949400
563400,2949400
563800,2949400
564200,2949400
564600,2949400
560200,2949000
560600,2949000
561000,2949000
561400,2949000
561800,2949000
562200,2949000
562600,2949000
563000,2949000
563400,2949000
563800,2949000
564200,2949000
564600,2949000
559800,2948600
560200,2948600
560600,2948600
561000,2948600
561400,2948600
561800,2948600
562200,2948600
562600,2948600
563000,2948600
563400,2948600
563800,2948600
564200,2948600
564600,2948600
559400,2948200
559800,2948200
560200,2948200
560600,2948200
561000,2948200
561400,2948200
561800,2948200
562200,2948200
562600,2948200
563000,2948200
563400,2948200
563800,2948200
564200,2948200
564600,2948200
565000,2948200
559400,2947800
559800,2947800
560200,2947800
560600,2947800
561000,2947800
561400,2947800
561800,2947800
562200,2947800
562600,2947800
563000,2947800
563400,2947800
563800,2947800
564200,2947800
564600,2947800
565000,2947800
565400,2947800
559000,2947400
559400,2947400
559800,2947400
560200,2947400
560600,2947400
561000,2947400
561400,2947400
561800,2947400
562200,2947400
562600,2947400
563000,2947400
563400,2947400
563800,2947400
564200,2947400
564600,2947400
565000,2947400
565400,2947400
565800,2947400
558600,2947000
559000,2947000
559400,2947000
559800,2947000
560200,2947000
560600,2947000
561000,2947000
561400,2947000
561800,2947000
562200,2947000
562600,2947000
563000,2947000
563400,2947000
563800,2947000
564200,2947000
564600,2947000
565000,2947000
565400,2947000
565800,2947000
558200,2946600
558600,2946600
559000,2946600
559400,2946600
559800,2946600
560200,2946600
560600,2946600
561000,2946600
561400,2946600
561800,2946600
562200,2946600
562600,2946600
563000,2946600
563400,2946600
563800,2946600
564200,2946600
564600,2946600
565000,2946600
565400,2946600
565800,2946600
566200,2946600
558200,2946200
558600,2946200
559000,2946200
559400,2946200
559800,2946200
560200,2946200
560600,2946200
561000,2946200
561400,2946200
561800,2946200
562200,2946200
562600,2946200
563000,2946200
563400,2946200
563800,2946200
564200,2946200
564600,2946200
565000,2946200
565400,2946200
565800,2946200
566200,2946200
566600,2946200
567000,2946200
557800,2945800
558200,2945800
558600,2945800
559000,2945800
559400,2945800
559800,2945800
560200,2945800
560600,2945800
561000,2945800
561400,2945800
561800,2945800
562200,2945800
562600,2945800
563000,2945800
563400,2945800
563800,2945800
564200,2945800
564600,2945800
565000,2945800
565400,2945800
565800,2945800
566200,2945800
566600,2945800
567000,2945800
567400,2945800
557400,2945400
557800,2945400
558200,2945400
558600,2945400
559000,2945400
559400,2945400
559800,2945400
560200,2945400
560600,2945400
561000,2945400
561400,2945400
561800,2945400
562200,2945400
562600,2945400
563000,2945400
563400,2945400
563800,2945400
564200,2945400
564600,2945400
565000,2945400
565400,2945400
565800,2945400
566200,2945400
566600,2945400
567000,2945400
567400,2945400
567800,2945400
568200,2945400
557400,2945000
557800,2945000
558200,2945000
558600,2945000
559000,2945000
559400,2945000
559800,2945000
560200,2945000
560600,2945000
561000,2945000
561400,2945000
561800,2945000
562200,2945000
562600,2945000
563000,2945000
563400,2945000
563800,2945000
564200,2945000
564600,2945000
565000,2945000
565400,2945000
565800,2945000
566200,2945000
566600,2945000
567000,2945000
567400,2945000
567800,2945000
568200,2945000
568600,2945000
557000,2944600
557400,2944600
557800,2944600
558200,2944600
558600,2944600
559000,2944600
559400,2944600
559800,2944600
560200,2944600
560600,2944600
561000,2944600
561400,2944600
561800,2944600
562200,2944600
562600,2944600
563000,2944600
563400,2944600
563800,2944600
564200,2944600
564600,2944600
565000,2944600
565400,2944600
565800,2944600
566200,2944600
566600,2944600
567000,2944600
567400,2944600
567800,2944600
568200,2944600
568600,2944600
569000,2944600
569400,2944600
556600,2944200
557000,2944200
557400,2944200
557800,2944200
558200,2944200
558600,2944200
559000,2944200
559400,2944200
559800,2944200
560200,2944200
560600,2944200
561000,2944200
561400,2944200
561800,2944200
562200,2944200
562600,2944200
563000,2944200
563400,2944200
563800,2944200
564200,2944200
564600,2944200
565000,2944200
565400,2944200
565800,2944200
566200,2944200
566600,2944200
567000,2944200
567400,2944200
567800,2944200
568200,2944200
568600,2944200
569000,2944200
569400,2944200
569800,2944200
556600,2943800
557000,2943800
557400,2943800
557800,2943800
558200,2943800
558600,2943800
559000,2943800
559400,2943800
559800,2943800
560200,2943800
560600,2943800
561000,2943800
561400,2943800
561800,2943800
562200,2943800
562600,2943800
563000,2943800
563400,2943800
563800,2943800
564200,2943800
564600,2943800
565000,2943800
565400,2943800
565800,2943800
566200,2943800
566600,2943800
567000,2943800
567400,2943800
567800,2943800
568200,2943800
568600,2943800
569000,2943800
569400,2943800
569800,2943800
570200,2943800
570600,2943800
556200,2943400
556600,2943400
557000,2943400
557400,2943400
557800,2943400
558200,2943400
558600,2943400
559000,2943400
559400,2943400
559800,2943400
560200,2943400
560600,2943400
561000,2943400
561400,2943400
561800,2943400
562200,2943400
562600,2943400
563000,2943400
563400,2943400
563800,2943400
564200,2943400
564600,2943400
565000,2943400
565400,2943400
565800,2943400
566200,2943400
566600,2943400
567000,2943400
567400,2943400
567800,2943400
568200,2943400
568600,2943400
569000,2943400
569400,2943400
569800,2943400
570200,2943400
570600,2943400
571000,2943400
555800,2943000
556200,2943000
556600,2943000
557000,2943000
557400,2943000
557800,2943000
558200,2943000
558600,2943000
559000,2943000
559400,2943000
559800,2943000
560200,2943000
560600,2943000
561000,2943000
561400,2943000
561800,2943000
562200,2943000
562600,2943000
563000,2943000
563400,2943000
563800,2943000
564200,2943000
564600,2943000
565000,2943000
565400,2943000
565800,2943000
566200,2943000
566600,2943000
567000,2943000
567400,2943000
567800,2943000
568200,2943000
568600,2943000
569000,2943000
569400,2943000
569800,2943000
570200,2943000
570600,2943000
571000,2943000
571400,2943000
571800,2943000
555800,2942600
556200,2942600
556600,2942600
557000,2942600
557400,2942600
557800,2942600
558200,2942600
558600,2942600
559000,2942600
559400,2942600
559800,2942600
560200,2942600
560600,2942600
561000,2942600
561400,2942600
561800,2942600
562200,2942600
562600,2942600
563000,2942600
563400,2942600
563800,2942600
564200,2942600
564600,2942600
565000,2942600
565400,2942600
565800,2942600
566200,2942600
566600,2942600
567000,2942600
567400,2942600
567800,2942600
568200,2942600
568600,2942600
569000,2942600
569400,2942600
569800,2942600
570200,2942600
570600,2942600
571000,2942600
571400,2942600
571800,2942600
572200,2942600
555400,2942200
555800,2942200
556200,2942200
556600,2942200
557000,2942200
557400,2942200
557800,2942200
558200,2942200
558600,2942200
559000,2942200
559400,2942200
559800,2942200
560200,2942200
560600,2942200
561000,2942200
561400,2942200
561800,2942200
562200,2942200
562600,2942200
563000,2942200
563400,2942200
563800,2942200
564200,2942200
564600,2942200
565000,2942200
565400,2942200
565800,2942200
566200,2942200
566600,2942200
567000,2942200
567400,2942200
567800,2942200
568200,2942200
568600,2942200
569000,2942200
569400,2942200
569800,2942200
570200,2942200
570600,2942200
571000,2942200
571400,2942200
571800,2942200
572200,2942200
572600,2942200
555000,2941800
555400,2941800
555800,2941800
556200,2941800
556600,2941800
557000,2941800
557400,2941800
557800,2941800
558200,2941800
558600,2941800
559000,2941800
559400,2941800
559800,2941800
560200,2941800
560600,2941800
561000,2941800
561400,2941800
561800,2941800
562200,2941800
562600,2941800
563000,2941800
563400,2941800
563800,2941800
564200,2941800
564600,2941800
565000,2941800
565400,2941800
565800,2941800
566200,2941800
566600,2941800
567000,2941800
567400,2941800
567800,2941800
568200,2941800
568600,2941800
569000,2941800
569400,2941800
569800,2941800
570200,2941800
570600,2941800
571000,2941800
571400,2941800
571800,2941800
572200,2941800
572600,2941800
555000,2941400
555400,2941400
555800,2941400
556200,2941400
556600,2941400
557000,2941400
557400,2941400
557800,2941400
558200,2941400
558600,2941400
559000,2941400
559400,2941400
559800,2941400
560200,2941400
560600,2941400
561000,2941400
561400,2941400
561800,2941400
562200,2941400
562600,2941400
563000,2941400
563400,2941400
563800,2941400
564200,2941400
564600,2941400
565000,2941400
565400,2941400
565800,2941400
566200,2941400
566600,2941400
567000,2941400
567400,2941400
567800,2941400
568200,2941400
568600,2941400
569000,2941400
569400,2941400
569800,2941400
570200,2941400
570600,2941400
571000,2941400
571400,2941400
571800,2941400
572200,2941400
572600,2941400
573000,2941400
555000,2941000
555400,2941000
555800,2941000
556200,2941000
556600,2941000
557000,2941000
557400,2941000
557800,2941000
558200,2941000
558600,2941000
559000,2941000
559400,2941000
559800,2941000
560200,2941000
560600,2941000
561000,2941000
561400,2941000
561800,2941000
562200,2941000
562600,2941000
563000,2941000
563400,2941000
563800,2941000
564200,2941000
564600,2941000
565000,2941000
565400,2941000
565800,2941000
566200,2941000
566600,2941000
567000,2941000
567400,2941000
567800,2941000
568200,2941000
568600,2941000
569000,2941000
569400,2941000
569800,2941000
570200,2941000
570600,2941000
571000,2941000
571400,2941000
571800,2941000
572200,2941000
572600,2941000
573000,2941000
573400,2941000
555000,2940600
555400,2940600
555800,2940600
556200,2940600
556600,2940600
557000,2940600
557400,2940600
557800,2940600
558200,2940600
558600,2940600
559000,2940600
559400,2940600
559800,2940600
560200,2940600
560600,2940600
561000,2940600
561400,2940600
561800,2940600
562200,2940600
562600,2940600
563000,2940600
563400,2940600
563800,2940600
564200,2940600
564600,2940600
565000,2940600
565400,2940600
565800,2940600
566200,2940600
566600,2940600
567000,2940600
567400,2940600
567800,2940600
568200,2940600
568600,2940600
569000,2940600
569400,2940600
569800,2940600
570200,2940600
570600,2940600
571000,2940600
571400,2940600
571800,2940600
572200,2940600
572600,2940600
573000,2940600
573400,2940600
555000,2940200
555400,2940200
555800,2940200
556200,2940200
556600,2940200
557000,2940200
557400,2940200
557800,2940200
558200,2940200
558600,2940200
559000,2940200
559400,2940200
559800,2940200
560200,2940200
560600,2940200
561000,2940200
561400,2940200
561800,2940200
562200,2940200
562600,2940200
563000,2940200
563400,2940200
563800,2940200
564200,2940200
564600,2940200
565000,2940200
565400,2940200
565800,2940200
566200,2940200
566600,2940200
567000,2940200
567400,2940200
567800,2940200
568200,2940200
568600,2940200
569000,2940200
569400,2940200
569800,2940200
570200,2940200
570600,2940200
571000,2940200
571400,2940200
571800,2940200
572200,2940200
572600,2940200
573000,2940200
573400,2940200
573800,2940200
555000,2939800
555400,2939800
555800,2939800
556200,2939800
556600,2939800
557000,2939800
557400,2939800
557800,2939800
558200,2939800
558600,2939800
559000,2939800
559400,2939800
559800,2939800
560200,2939800
560600,2939800
561000,2939800
561400,2939800
561800,2939800
562200,2939800
562600,2939800
563000,2939800
563400,2939800
563800,2939800
564200,2939800
564600,2939800
565000,2939800
565400,2939800
565800,2939800
566200,2939800
566600,2939800
567000,2939800
567400,2939800
567800,2939800
568200,2939800
568600,2939800
569000,2939800
569400,2939800
569800,2939800
570200,2939800
570600,2939800
571000,2939800
571400,2939800
571800,2939800
572200,2939800
572600,2939800
573000,2939800
573400,2939800
573800,2939800
574200,2939800
555000,2939400
555400,2939400
555800,2939400
556200,2939400
556600,2939400
557000,2939400
557400,2939400
557800,2939400
558200,2939400
558600,2939400
559000,2939400
559400,2939400
559800,2939400
560200,2939400
560600,2939400
561000,2939400
561400,2939400
561800,2939400
562200,2939400
562600,2939400
563000,2939400
563400,2939400
563800,2939400
564200,2939400
564600,2939400
565000,2939400
565400,2939400
565800,2939400
566200,2939400
566600,2939400
567000,2939400
567400,2939400
567800,2939400
568200,2939400
568600,2939400
569000,2939400
569400,2939400
569800,2939400
