X_COORD,Y_COORD
492200,2909000
492600,2909000
493000,2909000
493400,2909000
493800,2909000
494200,2909000
494600,2909000
495000,2909000
489000,2908600
489400,2908600
489800,2908600
490200,2908600
490600,2908600
491000,2908600
491400,2908600
491800,2908600
492200,2908600
492600,2908600
493000,2908600
493400,2908600
493800,2908600
494200,2908600
494600,2908600
495000,2908600
495400,2908600
495800,2908600
496200,2908600
496600,2908600
497000,2908600
497400,2908600
497800,2908600
498200,2908600
489000,2908200
489400,2908200
489800,2908200
490200,2908200
490600,2908200
491000,2908200
491400,2908200
491800,2908200
492200,2908200
492600,2908200
493000,2908200
493400,2908200
493800,2908200
494200,2908200
494600,2908200
495000,2908200
495400,2908200
495800,2908200
496200,2908200
496600,2908200
497000,2908200
497400,2908200
497800,2908200
498200,2908200
498600,2908200
499000,2908200
499400,2908200
499800,2908200
500200,2908200
500600,2908200
501000,2908200
501400,2908200
501800,2908200
502200,2908200
502600,2908200
489000,2907800
489400,2907800
489800,2907800
490200,2907800
490600,2907800
491000,2907800
491400,2907800
491800,2907800
492200,2907800
492600,2907800
493000,2907800
493400,2907800
493800,2907800
494200,2907800
494600,2907800
495000,2907800
495400,2907800
495800,2907800
496200,2907800
496600,2907800
497000,2907800
497400,2907800
497800,2907800
498200,2907800
498600,2907800
499000,2907800
499400,2907800
499800,2907800
500200,2907800
500600,2907800
501000,2907800
501400,2907800
501800,2907800
502200,2907800
502600,2907800
503000,2907800
503400,2907800
489000,2907400
489400,2907400
489800,2907400
490200,2907400
490600,2907400
491000,2907400
491400,2907400
491800,2907400
492200,2907400
492600,2907400
493000,2907400
493400,2907400
493800,2907400
494200,2907400
494600,2907400
495000,2907400
495400,2907400
495800,2907400
496200,2907400
496600,2907400
497000,2907400
497400,2907400
497800,2907400
498200,2907400
498600,2907400
499000,2907400
499400,2907400
499800,2907400
500200,2907400
500600,2907400
501000,2907400
501400,2907400
501800,2907400
502200,2907400
502600,2907400
503000,2907400
503400,2907400
489000,2907000
489400,2907000
489800,2907000
490200,2907000
490600,2907000
491000,2907000
491400,2907000
491800,2907000
492200,2907000
492600,2907000
493000,2907000
493400,2907000
493800,2907000
494200,2907000
494600,2907000
495000,2907000
495400,2907000
495800,2907000
496200,2907000
496600,2907000
497000,2907000
497400,2907000
497800,2907000
498200,2907000
498600,2907000
499000,2907000
499400,2907000
499800,2907000
500200,2907000
500600,2907000
501000,2907000
501400,2907000
501800,2907000
502200,2907000
502600,2907000
503000,2907000
503400,2907000
489000,2906600
489400,2906600
489800,2906600
490200,2906600
490600,2906600
491000,2906600
491400,2906600
491800,2906600
492200,2906600
492600,2906600
493000,2906600
493400,2906600
493800,2906600
494200,2906600
494600,2906600
495000,2906600
495400,2906600
495800,2906600
496200,2906600
496600,2906600
497000,2906600
497400,2906600
497800,2906600
498200,2906600
498600,2906600
499000,2906600
499400,2906600
499800,2906600
500200,2906600
500600,2906600
501000,2906600
501400,2906600
501800,2906600
502200,2906600
502600,2906600
503000,2906600
503400,2906600
503800,2906600
489000,2906200
489400,2906200
489800,2906200
490200,2906200
490600,2906200
491000,2906200
491400,2906200
491800,2906200
492200,2906200
492600,2906200
493000,2906200
493400,2906200
493800,2906200
494200,2906200
494600,2906200
495000,2906200
495400,2906200
495800,2906200
496200,2906200
496600,2906200
497000,2906200
497400,2906200
497800,2906200
498200,2906200
498600,2906200
499000,2906200
499400,2906200
499800,2906200
500200,2906200
500600,2906200
501000,2906200
501400,2906200
501800,2906200
502200,2906200
502600,2906200
503000,2906200
503400,2906200
503800,2906200
489000,2905800
489400,2905800
489800,2905800
490200,2905800
490600,2905800
491000,2905800
491400,2905800
491800,2905800
492200,2905800
492600,2905800
493000,2905800
493400,2905800
493800,2905800
494200,2905800
494600,2905800
495000,2905800
495400,2905800
495800,2905800
496200,2905800
496600,2905800
497000,2905800
497400,2905800
497800,2905800
498200,2905800
498600,2905800
499000,2905800
499400,2905800
499800,2905800
500200,2905800
500600,2905800
501000,2905800
501400,2905800
501800,2905800
502200,2905800
502600,2905800
503000,2905800
503400,2905800
503800,2905800
504200,2905800
489000,2905400
489400,2905400
489800,2905400
490200,2905400
490600,2905400
491000,2905400
491400,2905400
491800,2905400
492200,2905400
492600,2905400
493000,2905400
493400,2905400
493800,2905400
494200,2905400
494600,2905400
495000,2905400
495400,2905400
495800,2905400
496200,2905400
496600,2905400
497000,2905400
497400,2905400
497800,2905400
498200,2905400
498600,2905400
499000,2905400
499400,2905400
499800,2905400
500200,2905400
500600,2905400
501000,2905400
501400,2905400
501800,2905400
502200,2905400
502600,2905400
503000,2905400
503400,2905400
503800,2905400
504200,2905400
489000,2905000
489400,2905000
489800,2905000
490200,2905000
490600,2905000
491000,2905000
491400,2905000
491800,2905000
492200,2905000
492600,2905000
493000,2905000
493400,2905000
493800,2905000
494200,2905000
494600,2905000
495000,2905000
495400,2905000
495800,2905000
496200,2905000
496600,2905000
497000,2905000
497400,2905000
497800,2905000
498200,2905000
498600,2905000
499000,2905000
499400,2905000
499800,2905000
500200,2905000
500600,2905000
501000,2905000
501400,2905000
501800,2905000
502200,2905000
502600,2905000
503000,2905000
503400,2905000
503800,2905000
504200,2905000
504600,2905000
489000,2904600
489400,2904600
489800,2904600
490200,2904600
490600,2904600
491000,2904600
491400,2904600
491800,2904600
492200,2904600
492600,2904600
493000,2904600
493400,2904600
493800,2904600
494200,2904600
494600,2904600
495000,2904600
495400,2904600
495800,2904600
496200,2904600
496600,2904600
497000,2904600
497400,2904600
497800,2904600
498200,2904600
498600,2904600
499000,2904600
499400,2904600
499800,2904600
500200,2904600
500600,2904600
501000,2904600
501400,2904600
501800,2904600
502200,2904600
502600,2904600
503000,2904600
503400,2904600
503800,2904600
504200,2904600
504600,2904600
505000,2904600
475400,2904200
475800,2904200
476200,2904200
476600,2904200
477000,2904200
477400,2904200
477800,2904200
478200,2904200
478600,2904200
479000,2904200
479400,2904200
479800,2904200
480200,2904200
480600,2904200
481000,2904200
481400,2904200
481800,2904200
482200,2904200
482600,2904200
483000,2904200
483400,2904200
483800,2904200
484200,2904200
484600,2904200
485000,2904200
485400,2904200
485800,2904200
486200,2904200
486600,2904200
487000,2904200
487400,2904200
487800,2904200
488200,2904200
488600,2904200
489000,2904200
489400,2904200
489800,2904200
490200,2904200
490600,2904200
491000,2904200
491400,2904200
491800,2904200
492200,2904200
492600,2904200
493000,2904200
493400,2904200
493800,2904200
494200,2904200
494600,2904200
495000,2904200
495400,2904200
495800,2904200
496200,2904200
496600,2904200
497000,2904200
497400,2904200
497800,2904200
498200,2904200
498600,2904200
499000,2904200
499400,2904200
499800,2904200
500200,2904200
500600,2904200
501000,2904200
501400,2904200
501800,2904200
502200,2904200
502600,2904200
503000,2904200
503400,2904200
503800,2904200
504200,2904200
504600,2904200
505000,2904200
465800,2903800
466200,2903800
466600,2903800
467000,2903800
467400,2903800
467800,2903800
468200,2903800
468600,2903800
469000,2903800
469400,2903800
469800,2903800
470200,2903800
470600,2903800
471000,2903800
471400,2903800
471800,2903800
472200,2903800
472600,2903800
473000,2903800
473400,2903800
473800,2903800
474200,2903800
474600,2903800
475000,2903800
475400,2903800
475800,2903800
476200,2903800
476600,2903800
477000,2903800
477400,2903800
477800,2903800
478200,2903800
478600,2903800
479000,2903800
479400,2903800
479800,2903800
480200,2903800
480600,2903800
481000,2903800
481400,2903800
481800,2903800
482200,2903800
482600,2903800
483000,2903800
483400,2903800
483800,2903800
484200,2903800
484600,2903800
485000,2903800
485400,2903800
485800,2903800
486200,2903800
486600,2903800
487000,2903800
487400,2903800
487800,2903800
488200,2903800
488600,2903800
489000,2903800
489400,2903800
489800,2903800
490200,2903800
490600,2903800
491000,2903800
491400,2903800
491800,2903800
492200,2903800
492600,2903800
493000,2903800
493400,2903800
493800,2903800
494200,2903800
494600,2903800
495000,2903800
495400,2903800
495800,2903800
496200,2903800
496600,2903800
497000,2903800
497400,2903800
497800,2903800
498200,2903800
498600,2903800
499000,2903800
499400,2903800
499800,2903800
500200,2903800
500600,2903800
501000,2903800
501400,2903800
501800,2903800
502200,2903800
502600,2903800
503000,2903800
503400,2903800
503800,2903800
504200,2903800
504600,2903800
505000,2903800
505400,2903800
465800,2903400
466200,2903400
466600,2903400
467000,2903400
467400,2903400
467800,2903400
468200,2903400
468600,2903400
469000,2903400
469400,2903400
469800,2903400
470200,2903400
470600,2903400
471000,2903400
471400,2903400
471800,2903400
472200,2903400
472600,2903400
473000,2903400
473400,2903400
473800,2903400
474200,2903400
474600,2903400
475000,2903400
475400,2903400
475800,2903400
476200,2903400
476600,2903400
477000,2903400
477400,2903400
477800,2903400
478200,2903400
478600,2903400
479000,2903400
479400,2903400
479800,2903400
480200,2903400
480600,2903400
481000,2903400
481400,2903400
481800,2903400
482200,2903400
482600,2903400
483000,2903400
483400,2903400
483800,2903400
484200,2903400
484600,2903400
485000,2903400
485400,2903400
485800,2903400
486200,2903400
486600,2903400
487000,2903400
487400,2903400
487800,2903400
488200,2903400
488600,2903400
489000,2903400
489400,2903400
489800,2903400
490200,2903400
490600,2903400
491000,2903400
491400,2903400
491800,2903400
492200,2903400
492600,2903400
493000,2903400
493400,2903400
493800,2903400
494200,2903400
494600,2903400
495000,2903400
495400,2903400
495800,2903400
496200,2903400
496600,2903400
497000,2903400
497400,2903400
497800,2903400
498200,2903400
498600,2903400
499000,2903400
499400,2903400
499800,2903400
500200,2903400
500600,2903400
501000,2903400
501400,2903400
501800,2903400
502200,2903400
502600,2903400
503000,2903400
503400,2903400
503800,2903400
504200,2903400
504600,2903400
505000,2903400
505400,2903400
465400,2903000
465800,2903000
466200,2903000
466600,2903000
467000,2903000
467400,2903000
467800,2903000
468200,2903000
468600,2903000
469000,2903000
469400,2903000
469800,2903000
470200,2903000
470600,2903000
471000,2903000
471400,2903000
471800,2903000
472200,2903000
472600,2903000
473000,2903000
473400,2903000
473800,2903000
474200,2903000
474600,2903000
475000,2903000
475400,2903000
475800,2903000
476200,2903000
476600,2903000
477000,2903000
477400,2903000
477800,2903000
478200,2903000
478600,2903000
479000,2903000
479400,2903000
479800,2903000
480200,2903000
480600,2903000
481000,2903000
481400,2903000
481800,2903000
482200,2903000
482600,2903000
483000,2903000
483400,2903000
483800,2903000
484200,2903000
484600,2903000
485000,2903000
485400,2903000
485800,2903000
486200,2903000
486600,2903000
487000,2903000
487400,2903000
487800,2903000
488200,2903000
488600,2903000
489000,2903000
489400,2903000
489800,2903000
490200,2903000
490600,2903000
491000,2903000
491400,2903000
491800,2903000
492200,2903000
492600,2903000
493000,2903000
493400,2903000
493800,2903000
494200,2903000
494600,2903000
495000,2903000
495400,2903000
495800,2903000
496200,2903000
496600,2903000
497000,2903000
497400,2903000
497800,2903000
498200,2903000
498600,2903000
499000,2903000
499400,2903000
499800,2903000
500200,2903000
500600,2903000
501000,2903000
501400,2903000
501800,2903000
502200,2903000
502600,2903000
503000,2903000
503400,2903000
503800,2903000
504200,2903000
504600,2903000
505000,2903000
505400,2903000
505800,2903000
506200,2903000
465400,2902600
465800,2902600
466200,2902600
466600,2902600
467000,2902600
467400,2902600
467800,2902600
468200,2902600
468600,2902600
469000,2902600
469400,2902600
469800,2902600
470200,2902600
470600,2902600
471000,2902600
471400,2902600
471800,2902600
472200,2902600
472600,2902600
473000,2902600
473400,2902600
473800,2902600
474200,2902600
474600,2902600
475000,2902600
475400,2902600
475800,2902600
476200,2902600
476600,2902600
477000,2902600
477400,2902600
477800,2902600
478200,2902600
478600,2902600
479000,2902600
479400,2902600
479800,2902600
480200,2902600
480600,2902600
481000,2902600
481400,2902600
481800,2902600
482200,2902600
482600,2902600
483000,2902600
483400,2902600
483800,2902600
484200,2902600
484600,2902600
485000,2902600
485400,2902600
485800,2902600
486200,2902600
486600,2902600
487000,2902600
487400,2902600
487800,2902600
488200,2902600
488600,2902600
489000,2902600
489400,2902600
489800,2902600
490200,2902600
490600,2902600
491000,2902600
491400,2902600
491800,2902600
492200,2902600
492600,2902600
493000,2902600
493400,2902600
493800,2902600
494200,2902600
494600,2902600
495000,2902600
495400,2902600
495800,2902600
496200,2902600
496600,2902600
497000,2902600
497400,2902600
497800,2902600
498200,2902600
498600,2902600
499000,2902600
499400,2902600
499800,2902600
500200,2902600
500600,2902600
501000,2902600
501400,2902600
501800,2902600
502200,2902600
502600,2902600
503000,2902600
503400,2902600
503800,2902600
504200,2902600
504600,2902600
505000,2902600
505400,2902600
505800,2902600
506200,2902600
506600,2902600
465400,2902200
465800,2902200
466200,2902200
466600,2902200
467000,2902200
467400,2902200
467800,2902200
468200,2902200
468600,2902200
469000,2902200
469400,2902200
469800,2902200
470200,2902200
470600,2902200
471000,2902200
471400,2902200
471800,2902200
472200,2902200
472600,2902200
473000,2902200
473400,2902200
473800,2902200
474200,2902200
474600,2902200
475000,2902200
475400,2902200
475800,2902200
476200,2902200
476600,2902200
477000,2902200
477400,2902200
477800,2902200
478200,2902200
478600,2902200
479000,2902200
479400,2902200
479800,2902200
480200,2902200
480600,2902200
481000,2902200
481400,2902200
481800,2902200
482200,2902200
482600,2902200
483000,2902200
483400,2902200
483800,2902200
484200,2902200
484600,2902200
485000,2902200
485400,2902200
485800,2902200
486200,2902200
486600,2902200
487000,2902200
487400,2902200
487800,2902200
488200,2902200
488600,2902200
489000,2902200
489400,2902200
489800,2902200
490200,2902200
490600,2902200
491000,2902200
491400,2902200
491800,2902200
492200,2902200
492600,2902200
493000,2902200
493400,2902200
493800,2902200
494200,2902200
494600,2902200
495000,2902200
495400,2902200
495800,2902200
496200,2902200
496600,2902200
497000,2902200
497400,2902200
497800,2902200
498200,2902200
498600,2902200
499000,2902200
499400,2902200
499800,2902200
500200,2902200
500600,2902200
501000,2902200
501400,2902200
501800,2902200
502200,2902200
502600,2902200
503000,2902200
503400,2902200
503800,2902200
504200,2902200
504600,2902200
505000,2902200
505400,2902200
505800,2902200
506200,2902200
506600,2902200
507000,2902200
507400,2902200
465400,2901800
465800,2901800
466200,2901800
466600,2901800
467000,2901800
467400,2901800
467800,2901800
468200,2901800
468600,2901800
469000,2901800
469400,2901800
469800,2901800
470200,2901800
470600,2901800
471000,2901800
471400,2901800
471800,2901800
472200,2901800
472600,2901800
473000,2901800
473400,2901800
473800,2901800
474200,2901800
474600,2901800
475000,2901800
475400,2901800
475800,2901800
476200,2901800
476600,2901800
477000,2901800
477400,2901800
477800,2901800
478200,2901800
478600,2901800
479000,2901800
479400,2901800
479800,2901800
480200,2901800
480600,2901800
481000,2901800
481400,2901800
481800,2901800
482200,2901800
482600,2901800
483000,2901800
483400,2901800
483800,2901800
484200,2901800
484600,2901800
485000,2901800
485400,2901800
485800,2901800
486200,2901800
486600,2901800
487000,2901800
487400,2901800
487800,2901800
488200,2901800
488600,2901800
489000,2901800
489400,2901800
489800,2901800
490200,2901800
490600,2901800
491000,2901800
491400,2901800
491800,2901800
492200,2901800
492600,2901800
493000,2901800
493400,2901800
493800,2901800
494200,2901800
494600,2901800
495000,2901800
495400,2901800
495800,2901800
496200,2901800
496600,2901800
497000,2901800
497400,2901800
497800,2901800
498200,2901800
498600,2901800
499000,2901800
499400,2901800
499800,2901800
500200,2901800
500600,2901800
501000,2901800
501400,2901800
501800,2901800
502200,2901800
502600,2901800
503000,2901800
503400,2901800
503800,2901800
504200,2901800
504600,2901800
505000,2901800
505400,2901800
505800,2901800
506200,2901800
506600,2901800
507000,2901800
507400,2901800
507800,2901800
465400,2901400
465800,2901400
466200,2901400
466600,2901400
467000,2901400
467400,2901400
467800,2901400
468200,2901400
468600,2901400
469000,2901400
469400,2901400
469800,2901400
470200,2901400
470600,2901400
471000,2901400
471400,2901400
471800,2901400
472200,2901400
472600,2901400
473000,2901400
473400,2901400
473800,2901400
474200,2901400
474600,2901400
475000,2901400
475400,2901400
475800,2901400
476200,2901400
476600,2901400
477000,2901400
477400,2901400
477800,2901400
478200,2901400
478600,2901400
479000,2901400
479400,2901400
479800,2901400
480200,2901400
480600,2901400
481000,2901400
481400,2901400
481800,2901400
482200,2901400
482600,2901400
483000,2901400
483400,2901400
483800,2901400
484200,2901400
484600,2901400
485000,2901400
485400,2901400
485800,2901400
486200,2901400
486600,2901400
487000,2901400
487400,2901400
487800,2901400
488200,2901400
488600,2901400
489000,2901400
489400,2901400
489800,2901400
490200,2901400
490600,2901400
491000,2901400
491400,2901400
491800,2901400
492200,2901400
492600,2901400
493000,2901400
493400,2901400
493800,2901400
494200,2901400
494600,2901400
495000,2901400
495400,2901400
495800,2901400
496200,2901400
496600,2901400
497000,2901400
497400,2901400
497800,2901400
498200,2901400
498600,2901400
499000,2901400
499400,2901400
499800,2901400
500200,2901400
500600,2901400
501000,2901400
501400,2901400
501800,2901400
502200,2901400
502600,2901400
503000,2901400
503400,2901400
503800,2901400
504200,2901400
504600,2901400
505000,2901400
505400,2901400
505800,2901400
506200,2901400
506600,2901400
507000,2901400
507400,2901400
507800,2901400
508200,2901400
465400,2901000
465800,2901000
466200,2901000
466600,2901000
467000,2901000
467400,2901000
467800,2901000
468200,2901000
468600,2901000
469000,2901000
469400,2901000
469800,2901000
470200,2901000
470600,2901000
471000,2901000
471400,2901000
471800,2901000
472200,2901000
472600,2901000
473000,2901000
473400,2901000
473800,2901000
474200,2901000
474600,2901000
475000,2901000
475400,2901000
475800,2901000
476200,2901000
476600,2901000
477000,2901000
477400,2901000
477800,2901000
478200,2901000
478600,2901000
479000,2901000
479400,2901000
479800,2901000
480200,2901000
480600,2901000
481000,2901000
481400,2901000
481800,2901000
482200,2901000
482600,2901000
483000,2901000
483400,2901000
483800,2901000
484200,2901000
484600,2901000
485000,2901000
485400,2901000
485800,2901000
486200,2901000
486600,2901000
487000,2901000
487400,2901000
487800,2901000
488200,2901000
488600,2901000
489000,2901000
489400,2901000
489800,2901000
490200,2901000
490600,2901000
491000,2901000
491400,2901000
491800,2901000
492200,2901000
492600,2901000
493000,2901000
493400,2901000
493800,2901000
494200,2901000
494600,2901000
495000,2901000
495400,2901000
495800,2901000
496200,2901000
496600,2901000
497000,2901000
497400,2901000
497800,2901000
498200,2901000
498600,2901000
499000,2901000
499400,2901000
499800,2901000
500200,2901000
500600,2901000
501000,2901000
501400,2901000
501800,2901000
502200,2901000
502600,2901000
503000,2901000
503400,2901000
503800,2901000
504200,2901000
504600,2901000
505000,2901000
505400,2901000
505800,2901000
506200,2901000
506600,2901000
507000,2901000
507400,2901000
507800,2901000
508200,2901000
465400,2900600
465800,2900600
466200,2900600
466600,2900600
467000,2900600
467400,2900600
467800,2900600
468200,2900600
468600,2900600
